contig_ID,Methylation_MAG
s40128.ctg063120l,NA
s4.ctg020109l,NA
s4.ctg002897l,NA
s343.ctg030043l,NA
s400.ctg000567l,NA
s4.ctg017658l,NA
s27250.ctg040117l,NA
s4.ctg043353l,NA
s36059.ctg054976l,NA
s1187.ctg057419l,NA
s4.ctg017461l,NA
s10867.ctg015647l,NA
s4.ctg073716l,NA
s6437.ctg009358l,NA
s15904.ctg023002l,NA
s4.ctg026726l,NA
s4.ctg051367l,NA
s322.ctg065455l,NA
s36592.ctg056017l,NA
s2839.ctg004125l,NA
s4.ctg039312l,NA
s4.ctg033943l,NA
s1721.ctg002495l,NA
s4.ctg004483l,NA
s36095.ctg055052l,NA
s2056.ctg002994l,NA
s4.ctg061435l,NA
s4.ctg018849l,NA
s27703.ctg040829l,NA
s4.ctg007481l,NA
s32037.ctg047840l,NA
s4.ctg010265l,NA
s4.ctg030513l,NA
s4.ctg056741l,NA
s4.ctg026749l,NA
s4.ctg037660l,NA
s14474.ctg020940l,NA
s4.ctg067589l,NA
s29382.ctg043483l,NA
s4.ctg068527l,NA
s4.ctg010071l,NA
s5033.ctg007283l,NA
s32839.ctg049152l,NA
s4064.ctg005888l,NA
s17043.ctg024710l,NA
s4.ctg003704l,NA
s3098.ctg004516l,NA
s4.ctg057190l,NA
s9917.ctg014339l,NA
s4.ctg029198l,NA
s35434.ctg053813l,NA
s4.ctg056617l,NA
s21.ctg049705l,NA
s4.ctg002720l,NA
s7514.ctg010909l,NA
s4.ctg059067l,NA
s4.ctg007765l,NA
s18952.ctg027534l,NA
s13586.ctg019595l,NA
s4.ctg070873l,NA
s4.ctg055235l,NA
s4.ctg024529l,NA
s4.ctg055927l,NA
s3980.ctg005780l,NA
s4.ctg052153l,NA
s30146.ctg044757l,NA
s21758.ctg031753l,NA
s5954.ctg008617l,NA
s322.ctg018777l,NA
s4.ctg068096l,NA
s2811.ctg004086l,NA
s4.ctg003022l,NA
s4.ctg070116l,NA
s4.ctg020151l,NA
s30129.ctg044723l,NA
s4.ctg050678l,NA
s3167.ctg004612l,NA
s8661.ctg012524l,NA
s38689.ctg060135l,NA
s32802.ctg049086l,NA
s7608.ctg011028l,NA
s1330.ctg001931l,NA
s4.ctg057406l,NA
s3732.ctg005431l,NA
s29406.ctg043524l,NA
s4.ctg021534l,NA
s36247.ctg055358l,NA
s15595.ctg022564l,NA
s4.ctg072198l,NA
s4.ctg036993l,NA
s30178.ctg044810l,NA
s4.ctg015321l,NA
s4.ctg059272l,NA
s4.ctg009222l,NA
s4.ctg058444l,NA
s4.ctg031551l,NA
s4.ctg050548l,NA
s4.ctg040841l,NA
s19812.ctg028810l,NA
s31947.ctg047694l,NA
s16805.ctg024336l,NA
s2386.ctg003459c,NA
s4.ctg025782l,NA
s18058.ctg026215l,NA
s4.ctg026688l,NA
s4.ctg012261l,NA
s4.ctg032044l,NA
s545.ctg002432l,NA
s4.ctg035075l,NA
s1579.ctg002282l,NA
s4.ctg037273l,NA
s37619.ctg058009l,NA
s24563.ctg035996l,NA
s4.ctg028789l,NA
s9680.ctg014002l,NA
s26761.ctg039374l,NA
s4.ctg008498l,NA
s4.ctg014043l,NA
s4.ctg010379l,NA
s4.ctg052828l,NA
s40476.ctg063901l,NA
s4.ctg044495l,NA
s4.ctg037883l,NA
s4.ctg011468l,NA
s4.ctg013118l,NA
s322.ctg018263l,NA
s18163.ctg026370l,NA
s810.ctg003616l,NA
s26634.ctg039175l,NA
s2000.ctg002911l,NA
s10239.ctg014771l,NA
s4.ctg033085l,NA
s322.ctg025348l,NA
s545.ctg067111l,NA
s4.ctg019313l,NA
s4.ctg023197l,NA
s4.ctg059681l,NA
s22065.ctg032210l,NA
s5621.ctg008130l,NA
s4.ctg048881l,NA
s20854.ctg030401l,NA
s4.ctg070821l,NA
s4.ctg040700l,NA
s4.ctg039531l,NA
s43200.ctg070690l,NA
s4.ctg066489l,NA
s4.ctg035792l,NA
s4.ctg008951l,NA
s27544.ctg040584l,NA
s13122.ctg018901l,NA
s4.ctg044055l,NA
s4.ctg024154l,NA
s4.ctg054338l,NA
s4.ctg060817l,NA
s41096.ctg065293l,NA
s4.ctg004491l,NA
s464.ctg040021l,NA
s12822.ctg018472l,NA
s4.ctg014235l,NA
s4.ctg037071l,NA
s30351.ctg045086l,NA
s4.ctg000646l,NA
s40076.ctg063001l,NA
s20722.ctg030202l,NA
s4.ctg005408l,NA
s1345.ctg001957l,NA
s4.ctg020878l,NA
s19317.ctg028079l,NA
s5034.ctg007284l,NA
s20770.ctg030274l,NA
s10964.ctg015785l,NA
s21.ctg036239l,NA
s43486.ctg071532l,NA
s4.ctg065895l,NA
s4.ctg044759l,NA
s4.ctg029165l,NA
s8066.ctg011675l,NA
s24361.ctg035667l,NA
s16886.ctg024465l,NA
s4.ctg050262l,NA
s6815.ctg009892l,NA
s189.ctg000277l,NA
s14928.ctg021605l,NA
s4.ctg033822l,NA
s4.ctg071377l,NA
s4.ctg032895l,NA
s4.ctg016348l,NA
s43451.ctg071419l,NA
s2965.ctg004314l,NA
s32702.ctg048935l,NA
s31138.ctg046355l,NA
s15697.ctg022714l,NA
s21.ctg041544l,NA
s4.ctg055707l,NA
s30867.ctg045894l,NA
s42276.ctg068165l,NA
s34289.ctg051663l,NA
