sample	percent	reads	taxon_id	taxon_name
EFF3	0.012219	420	207244	Anaerostipes
EFF3	0.01216	418	395331	Methanoregula
EFF3	0.012131	417	45654	Desulfonema
EFF3	0.012102	416	2919626	Alloyangia
EFF3	0.012073	415	2375	Sporomusa
EFF3	0.012044	414	2897349	Candidatus Uabimicrobium
EFF3	0.012015	413	1847	Pseudonocardia
EFF3	0.011986	412	2782229	Epilithonimonas
EFF3	0.011957	411	810	Chlamydia
EFF3	0.011957	411	2898489	Paralysiella
EFF3	0.011899	409	114248	Tepidimonas
EFF3	0.011899	409	1936111	Fuerstiella
EFF3	0.01184	407	2034	Curtobacterium
EFF3	0.011753	404	109262	Halothiobacillus
EFF3	0.011753	404	152267	Pigmentiphaga
EFF3	0.011753	404	156993	Reichenbachiella
EFF3	0.011666	401	104264	Cellulophaga
EFF3	0.011666	401	2822410	Methylotuvimicrobium
EFF3	0.011637	400	34067	Cycloclasticus
EFF3	0.011549	397	2905967	Candidatus Minimicrobia
EFF3	0.01152	396	68288	Cyclobacterium
EFF3	0.011462	394	2737	Vagococcus
EFF3	0.011462	394	2854186	Pseudosulfitobacter
EFF3	0.011433	393	292632	Subdoligranulum
EFF3	0.011404	392	1524214	Vulgatibacter
EFF3	0.011375	391	2674996	Tellurirhabdus
EFF3	0.011346	390	246861	Grimontia
EFF3	0.011317	389	1773450	Anseongella
EFF3	0.011288	388	2758906	Entomomonas
EFF3	0.011259	387	146	Spirochaeta
EFF3	0.011259	387	568	Hafnia
EFF3	0.011259	387	1021	Beggiatoa
EFF3	0.011259	387	75687	Neptunomonas
EFF3	0.011171	384	267986	Owenweeksia
EFF3	0.011113	382	112987	Neochlamydia
EFF3	0.011084	381	1484898	Methyloceanibacter
EFF3	0.011084	381	2789201	Candidatus Velamenicoccus
EFF3	0.011084	381	2946507	Microvenator
EFF3	0.011055	380	1955420	Silicimonas
EFF3	0.010997	378	380738	Candidatus Kuenenia
EFF3	0.010939	376	1348911	Coprobacter
EFF3	0.010939	376	2591381	Dysosmobacter
EFF3	0.010909	375	586	Providencia
EFF3	0.010909	375	59734	Empedobacter
EFF3	0.01088	374	182639	Kribbella
EFF3	0.01088	374	447020	Adlercreutzia
EFF3	0.010822	372	1155738	Moorena
EFF3	0.010793	371	2425	Teredinibacter
EFF3	0.010764	370	155977	Acaryochloris
EFF3	0.010764	370	1434046	Sphingorhabdus
EFF3	0.010764	370	2827482	Caenibius
EFF3	0.010677	367	169055	Nordella
EFF3	0.010648	366	1471399	Draconibacterium
EFF3	0.010648	366	2675229	Peribacillus
EFF3	0.010618	365	158481	Hahella
EFF3	0.010618	365	1524249	Pseudohongiella
EFF3	0.010618	365	1843210	Anaerocolumna
EFF3	0.010589	364	44	Melittangium
EFF3	0.01056	363	1649459	Hungatella
EFF3	0.010502	361	1068	Rhodomicrobium
EFF3	0.010473	360	836	Porphyromonas
EFF3	0.010473	360	2282523	Methylorubrum
EFF3	0.010444	359	2063	Kitasatospora
EFF3	0.010444	359	795750	Ignavibacterium
EFF3	0.010415	358	33071	Gloeobacter
EFF3	0.010386	357	946234	Flavonifractor
EFF3	0.010357	356	469322	Steroidobacter
EFF3	0.010298	354	33877	Agromyces
EFF3	0.01024	352	2812025	Syntrophotalea
EFF3	0.010211	351	1186	Calothrix
EFF3	0.010153	349	1509243	Candidatus Nucleicultrix
EFF3	0.010124	348	70411	Frateuria
EFF3	0.010095	347	59753	Alcanivorax
EFF3	0.010095	347	1395974	Tardiphaga
EFF3	0.010008	344	106633	Thioalkalivibrio
EFF3	0.010008	344	2678352	Maribellus
EFF3	0.009978	343	776	Coxiella
EFF3	0.009978	343	294702	Proteiniphilum
EFF3	0.00992	341	130795	Crossiella
EFF3	0.009891	340	1692042	Sulfurifustis
EFF3	0.009862	339	2056	Sphaerobacter
EFF3	0.009862	339	84111	Eggerthella
EFF3	0.009862	339	2715289	Amniculibacterium
EFF3	0.009833	338	1375	Aerococcus
EFF3	0.009833	338	150830	Roseibium
EFF3	0.009833	338	1734920	Pseudorhodoplanes
EFF3	0.009833	338	2569097	Anaerobutyricum
EFF3	0.009833	338	2774146	Frigoriglobus
EFF3	0.009804	337	319458	Leadbetterella
EFF3	0.009746	335	1649479	Permianibacter
EFF3	0.009658	332	43947	Tolumonas
EFF3	0.009658	332	57665	Sulfurospirillum
EFF3	0.009629	331	637	Arsenophonus
EFF3	0.0096	330	911	Nitrobacter
EFF3	0.0096	330	83681	Nonomuraea
EFF3	0.0096	330	1579506	Roseimaritima
EFF3	0.0096	330	2843200	Miltoncostaea
EFF3	0.009571	329	283735	Leeuwenhoekiella
EFF3	0.009571	329	1231242	Ferrovibrio
EFF3	0.009571	329	2025617	Ketobacter
EFF3	0.009571	329	2692417	Ktedonosporobacter
EFF3	0.009542	328	204447	Skermanella
EFF3	0.009513	327	1055692	Chitinolyticbacter
EFF3	0.009484	326	1649482	Pseudopedobacter
EFF3	0.009455	325	1810868	Mycoavidus
EFF3	0.009455	325	2760873	Tenuifilum
EFF3	0.009368	322	1081	Rhodospirillum
EFF3	0.009368	322	1069494	Trueperella
EFF3	0.009368	322	1434010	Jatrophihabitans
EFF3	0.009338	321	59739	Flammeovirga
EFF3	0.009309	320	13724	Thiocystis
EFF3	0.009309	320	585890	Chitiniphilus
EFF3	0.00928	319	2828338	Croceimicrobium
EFF3	0.009251	318	1506553	Lachnoclostridium
EFF3	0.009222	317	1653176	Cereibacter
EFF3	0.009193	316	82980	Leminorella
EFF3	0.009193	316	292486	Avibacterium
EFF3	0.009193	316	940557	Granulicella
EFF3	0.009164	315	2892997	Candidatus Viadribacter
EFF3	0.009135	314	194195	Alysiella
EFF3	0.009135	314	283810	Stackebrandtia
EFF3	0.009135	314	861914	Fibrella
EFF3	0.009048	311	85072	Allochromatium
EFF3	0.009048	311	2992720	Acidilutibacter
EFF3	0.009018	310	223785	Hydrogenimonas
EFF3	0.008989	309	2795775	Lignipirellula
EFF3	0.00896	308	1654	Actinomyces
EFF3	0.00896	308	392733	Terriglobus
EFF3	0.008844	304	189330	Dorea
EFF3	0.008844	304	2795777	Maioricimonas
EFF3	0.008786	302	2975149	Marinilongibacter
EFF3	0.008728	300	187492	Thalassolituus
EFF3	0.008698	299	32067	Leptotrichia
EFF3	0.008698	299	47251	Leptolyngbya
EFF3	0.008698	299	504465	Rhodovastum
EFF3	0.008698	299	2675233	Metabacillus
EFF3	0.008698	299	2795780	Symmachiella
EFF3	0.00864	297	1007	Saprospira
EFF3	0.00864	297	2691417	Lacipirellula
EFF3	0.008611	296	158846	Megamonas
EFF3	0.008611	296	292833	Candidatus Rhabdochlamydia
EFF3	0.008582	295	28100	Phyllobacterium
EFF3	0.008582	295	286104	Winogradskyella
EFF3	0.008582	295	511745	Methylacidiphilum (ex Ratnadevi et al. 2023)
EFF3	0.008582	295	2923290	Candidatus Sulfidibacterium
EFF3	0.008524	293	2100764	Mixta
EFF3	0.008495	292	1125	Microcystis
EFF3	0.008437	290	32012	Thiomonas
EFF3	0.008408	289	425	Methylosinus
EFF3	0.008408	289	1543705	Nitrospirillum
EFF3	0.008378	288	658061	Candidatus Korobacter
EFF3	0.008349	287	285107	Thioclava
EFF3	0.008349	287	2094023	Glaesserella
EFF3	0.008291	285	1647	Erysipelothrix
EFF3	0.008291	285	79206	Desulfosporosinus
EFF3	0.008291	285	1134403	Melioribacter
EFF3	0.008291	285	1193324	Alkalitalea
EFF3	0.008262	284	1434011	Komagataeibacter
EFF3	0.008262	284	1649480	Planctopirus
EFF3	0.008262	284	2892396	Vescimonas
EFF3	0.008204	282	2916693	Desulforamulus
EFF3	0.008175	281	84406	Virgibacillus
EFF3	0.008175	281	3114547	Rhizosphaericola
EFF3	0.008146	280	55079	Aneurinibacillus
EFF3	0.008146	280	59282	Blastochloris
EFF3	0.008146	280	262406	Thermobaculum
EFF3	0.008146	280	2834348	Caproicibacterium
EFF3	0.008117	279	358023	Lutibacter
EFF3	0.008058	277	1621534	Paraglaciecola
EFF3	0.008058	277	1870884	Clostridioides
EFF3	0.008029	276	53460	Nakamurella
EFF3	0.008	275	270	Thermus
EFF3	0.007971	274	93	Stella
EFF3	0.007971	274	622681	Candidatus Planktophila
EFF3	0.007942	273	2838250	Kaustia
EFF3	0.007913	272	244127	Anaerotruncus
EFF3	0.007884	271	32257	Kingella
EFF3	0.007855	270	29407	Rhodoplanes
EFF3	0.007855	270	2316020	Mediterraneibacter
EFF3	0.007826	269	2690160	Limihaloglobus
EFF3	0.007797	268	158848	Moellerella
EFF3	0.007797	268	1209946	Roseicitreum
EFF3	0.007738	266	1218	Prochlorococcus
EFF3	0.007738	266	1937972	Bernardetia
EFF3	0.007709	265	67575	Rheinheimera
EFF3	0.007709	265	2987599	Pollutimonas
EFF3	0.00768	264	2173039	Arcticibacterium
EFF3	0.007651	263	252356	Maribacter
EFF3	0.007622	262	1091	Chlorobium
EFF3	0.007622	262	1676125	Thermogutta
EFF3	0.007622	262	3088764	Marnyiella
EFF3	0.007564	260	1511649	Mongoliitalea
EFF3	0.007564	260	2654634	Candidatus Hydrogenosomobacter
EFF3	0.007506	258	187144	Caldithrix
EFF3	0.007506	258	2837506	Niallia
EFF3	0.007477	257	59740	Persicobacter
EFF3	0.007477	257	180541	Salinisphaera
EFF3	0.007447	256	2160	Methanobacterium
EFF3	0.007418	255	34008	Rhodovulum
EFF3	0.007418	255	46255	Weissella
EFF3	0.007389	254	29465	Veillonella
EFF3	0.007389	254	44000	Caldicellulosiruptor
EFF3	0.007389	254	120652	Methylocella
EFF3	0.00736	253	869806	Marivirga
EFF3	0.00736	253	3137761	Billgrantia
EFF3	0.007331	252	1578	Lactobacillus
EFF3	0.007331	252	2202	Methanospirillum
EFF3	0.007331	252	114627	Alkaliphilus
EFF3	0.007331	252	267408	Arsenicicoccus
EFF3	0.007331	252	359336	Castellaniella
EFF3	0.007302	251	2767842	Lactiplantibacillus
EFF3	0.007273	250	232244	Belliella
EFF3	0.007244	249	303379	Herminiimonas
EFF3	0.007186	247	1988	Actinomadura
EFF3	0.007186	247	83551	Parachlamydia
EFF3	0.007186	247	218207	Desulfatibacillum
EFF3	0.007186	247	3031148	Paramagnetospirillum
EFF3	0.007157	246	1730	Eubacterium
EFF3	0.007157	246	84404	Hippea
EFF3	0.007157	246	2766927	Persicimonas
EFF3	0.007127	245	626	Xenorhabdus
EFF3	0.00704	242	1033	Afipia
EFF3	0.00704	242	1382832	Telmatocola
EFF3	0.007011	241	2795783	Pirellulimonas
EFF3	0.006982	240	111830	Defluviicoccus
EFF3	0.006924	238	235888	Salinibacterium
EFF3	0.006924	238	363408	Nonlabens
EFF3	0.006924	238	413496	Cronobacter
EFF3	0.006924	238	1632780	Phreatobacter
EFF3	0.006895	237	29526	Syntrophobacter
EFF3	0.006866	236	33951	Acetobacterium
EFF3	0.006866	236	2678529	Kineobactrum
EFF3	0.006837	235	1912215	Acidipropionibacterium
EFF3	0.006778	233	1348611	Vallitalea
EFF3	0.006778	233	2060722	Labilibaculum
EFF3	0.006749	232	400634	Lysinibacillus
EFF3	0.006749	232	2768738	Spartinivicinus
EFF3	0.00672	231	1763521	Paludisphaera
EFF3	0.00672	231	2680021	Ephemeroptericola
EFF3	0.006691	230	1854	Frankia
EFF3	0.006633	228	102106	Collinsella
EFF3	0.006633	228	2675232	Neobacillus
EFF3	0.006604	227	305976	Pusillimonas
EFF3	0.006604	227	337004	Microcella
EFF3	0.006575	226	2994363	Pseudofrankia
EFF3	0.006575	226	3020832	Alloalcanivorax
EFF3	0.006546	225	33926	Candidatus Phytoplasma
EFF3	0.006546	225	1543704	Niveispirillum
EFF3	0.006517	224	1980513	Candidatus Nitrosoglobus
EFF3	0.006487	223	2840454	Candidatus Formimonas
EFF3	0.006458	222	28884	Hydrogenovibrio
EFF3	0.006458	222	178469	Arenibacter
EFF3	0.006458	222	393005	Tamlana
EFF3	0.0064	220	724	Haemophilus
EFF3	0.0064	220	365348	Pelosinus
EFF3	0.006371	219	59195	Rickettsiella
EFF3	0.006371	219	191303	Turicibacter
EFF3	0.006371	219	329857	Cohnella
EFF3	0.006371	219	1738655	Woeseia
EFF3	0.006342	218	53572	Deferribacter
EFF3	0.006342	218	1970191	Salinivirga
EFF3	0.006313	217	1099	Pelodictyon
EFF3	0.006313	217	29548	Rhodothermus
EFF3	0.006284	216	256319	Chlorobaculum
EFF3	0.006284	216	1525371	Neorhizobium
EFF3	0.006284	216	1792291	Marinagarivorans
EFF3	0.006284	216	2678886	Pulveribacter
EFF3	0.006255	215	73918	Thermaerobacter
EFF3	0.006226	214	92944	Ketogulonicigenium
EFF3	0.006226	214	1744881	Sulfuricaulis
EFF3	0.006226	214	2858886	Mangrovivirga
EFF3	0.006197	213	904	Acidaminococcus
EFF3	0.006197	213	1569	Sporosarcina
EFF3	0.006197	213	248744	Marvinbryantia
EFF3	0.006167	212	1743	Propionibacterium
EFF3	0.006167	212	109168	Desulfotalea
EFF3	0.006167	212	111500	Allomuricauda
EFF3	0.006167	212	745364	Luteipulveratus
EFF3	0.006138	211	1742983	Occallatibacter
EFF3	0.006138	211	1848399	Crassaminicella
EFF3	0.006051	208	71666	Waddlia
EFF3	0.006051	208	141450	Oleiphilus
EFF3	0.006051	208	1006480	Caldinitratiruptor
EFF3	0.006022	207	1579505	Rubripirellula
EFF3	0.005993	206	154116	Georgenia
EFF3	0.005993	206	1195526	Gryllotalpicola
EFF3	0.005993	206	2675230	Cytobacillus
EFF3	0.005993	206	2828366	Caldichromatium
EFF3	0.005964	205	830	Butyrivibrio
EFF3	0.005964	205	1921784	Kiritimatiella
EFF3	0.005906	203	748770	Dolichospermum
EFF3	0.005906	203	1742993	Pseudarthrobacter
EFF3	0.005877	202	2886823	Desulfosediminicola
EFF3	0.005847	201	399320	Sphaerochaeta
EFF3	0.005818	200	2019	Thermomonospora
EFF3	0.005818	200	33886	Rathayibacter
EFF3	0.005818	200	89583	Gluconacetobacter
EFF3	0.005818	200	192992	Thermoleophilum
EFF3	0.005818	200	273135	Candidatus Cardinium
EFF3	0.00576	198	432330	Tumebacillus
EFF3	0.00576	198	515417	Amphritea
EFF3	0.005731	197	522	Acidiphilium
EFF3	0.005731	197	2603324	Acidibrevibacterium
EFF3	0.005702	196	155862	Methanothermococcus
EFF3	0.005702	196	256616	Parvibaculum
EFF3	0.005702	196	2795774	Polystyrenella
EFF3	0.005673	195	35829	Acetivibrio
EFF3	0.005673	195	417127	Zunongwangia
EFF3	0.005673	195	1434042	Salisediminibacterium
EFF3	0.005644	194	1647175	Aestuariispira
EFF3	0.005644	194	1804663	Haematospirillum
EFF3	0.005644	194	2303528	Thermoleptolyngbya
EFF3	0.005615	193	499	Thermomicrobium
EFF3	0.005615	193	34098	Blattabacterium
EFF3	0.005615	193	2051044	Tuwongella
EFF3	0.005586	192	361106	Desulfoglaeba
EFF3	0.005557	191	156973	Dysgonomonas
EFF3	0.005527	190	28209	Chelatococcus
EFF3	0.005527	190	100715	Chloroherpeton
EFF3	0.005527	190	1193503	Gilliamella
EFF3	0.005527	190	2893197	Aegicerativicinus
EFF3	0.005498	189	127	Isosphaera
EFF3	0.005498	189	1934947	Immundisolibacter
EFF3	0.005469	188	69474	Orientia
EFF3	0.005469	188	570266	Methanocella
EFF3	0.005469	188	1522431	Thermosulfurimonas
EFF3	0.00544	187	28070	Gloeothece
EFF3	0.00544	187	38501	Blastococcus
EFF3	0.00544	187	291183	Lacinutrix
EFF3	0.00544	187	1874526	Kovacikia
EFF3	0.005411	186	538	Eikenella
EFF3	0.005411	186	1742992	Paenarthrobacter
EFF3	0.005382	185	1506577	Tyzzerella
EFF3	0.005382	185	2767358	Mycoplasmopsis
EFF3	0.005382	185	2911469	Sulfuriroseicoccus
EFF3	0.005353	184	1705353	Aurantimicrobium
EFF3	0.005353	184	2845254	Breznakiella
EFF3	0.005324	183	2132	Spiroplasma
EFF3	0.005324	183	2951993	Alloacidobacterium
EFF3	0.005295	182	69578	Cryobacterium
EFF3	0.005266	181	332157	Larkinella
EFF3	0.005266	181	423604	Elusimicrobium
EFF3	0.005266	181	2529408	Schaalia
EFF3	0.005237	180	61434	Dehalococcoides
EFF3	0.005237	180	1155385	Proteiniclasticum
EFF3	0.005237	180	1649490	Rubinisphaera
EFF3	0.005237	180	1676142	Wenzhouxiangella
EFF3	0.005237	180	2862451	Adhaeretor
EFF3	0.005207	179	2651578	Thermanaerosceptrum
EFF3	0.005207	179	2768684	Terricaulis
EFF3	0.005178	178	898	Desulfomicrobium
EFF3	0.005178	178	2225	Methanococcoides
EFF3	0.005178	178	2733	Symbiobacterium
EFF3	0.005178	178	119044	Filomicrobium
EFF3	0.005149	177	2268	Thermofilum
EFF3	0.005149	177	34069	Telluria
EFF3	0.005149	177	412592	Thermosulfidibacter
EFF3	0.005149	177	2093783	Methylomusa
EFF3	0.00512	176	28250	Ornithobacterium
EFF3	0.00512	176	2794998	Maridesulfovibrio
EFF3	0.005091	175	85	Hyphomonas
EFF3	0.005091	175	1518149	Thalassotalea
EFF3	0.005062	174	1738645	Caproiciproducens
EFF3	0.005062	174	2023214	Koinonema
EFF3	0.005033	173	33981	Kineococcus
EFF3	0.005033	173	1485594	Methyloligella
EFF3	0.005033	173	2083206	Tritonibacter
EFF3	0.005004	172	28228	Colwellia
EFF3	0.005004	172	131079	Limnobacter
EFF3	0.005004	172	447467	Simiduia
EFF3	0.005004	172	1904377	Acuticoccus
EFF3	0.004975	171	2304691	Thermoclostridium
EFF3	0.004946	170	28222	Desulfobacula
EFF3	0.004946	170	135858	Catenibacterium
EFF3	0.004946	170	1335745	Spiribacter
EFF3	0.004946	170	2795781	Aeoliella
EFF3	0.004917	169	1835	Saccharopolyspora
EFF3	0.004917	169	3033930	Fervidibacillus
EFF3	0.004887	168	1129704	Kyrpidia
EFF3	0.004887	168	1849822	Paraclostridium
EFF3	0.004887	168	2039639	Candidatus Nanopelagicus
EFF3	0.004858	167	670486	Dehalogenimonas
EFF3	0.004829	166	283168	Odoribacter
EFF3	0.0048	165	577309	Paraprevotella
EFF3	0.0048	165	1508657	Ruminiclostridium
EFF3	0.004771	164	574697	Butyricimonas
EFF3	0.004771	164	908623	Euzebya
EFF3	0.004771	164	2518495	Duncaniella
EFF3	0.004771	164	2795779	Rosistilla
EFF3	0.004771	164	2838409	Pigmentibacter
EFF3	0.004742	163	2023	Thermoactinomyces
EFF3	0.004742	163	32014	Iodobacter
EFF3	0.004742	163	265488	Rhodopirellula
EFF3	0.004742	163	1255275	Oceanotoga
EFF3	0.004742	163	3025755	Thomasclavelia
EFF3	0.004713	162	673534	Plantactinospora
EFF3	0.004713	162	2778400	Tepiditoga
EFF3	0.004713	162	2883512	Citrifermentans
EFF3	0.004713	162	2913022	Mucisphaera
EFF3	0.004684	161	393029	Desulfurispirillum
EFF3	0.004684	161	1184396	Mesotoga
EFF3	0.004626	159	1778601	Apibacter
EFF3	0.004626	159	2058174	Antarcticibacterium
EFF3	0.004626	159	2282742	Desulfofarcimen
EFF3	0.004596	158	208447	Oceanithermus
EFF3	0.004596	158	2811506	Dissulfurispira
EFF3	0.004596	158	2943291	Pseudemcibacter
EFF3	0.004567	157	896	Desulfococcus
EFF3	0.004567	157	630749	Spongiibacter
EFF3	0.004567	157	2847777	Atribacter
EFF3	0.004567	157	2874214	Terrihabitans
EFF3	0.004567	157	3137766	Vreelandella
EFF3	0.004538	156	39948	Dialister
EFF3	0.004538	156	45667	Halobacillus
EFF3	0.004538	156	390876	Nisaea
EFF3	0.004538	156	1148163	Paralcaligenes
EFF3	0.004538	156	1330547	Kosakonia
EFF3	0.004509	155	112008	Ignatzschineria
EFF3	0.00448	154	453229	Desulfarculus
EFF3	0.00448	154	3003266	Desulfolithobacter
EFF3	0.00448	154	3018276	Aliamphritea
EFF3	0.004451	153	179	Leptospirillum
EFF3	0.004451	153	1779136	Bradymonas
EFF3	0.004422	152	85073	Thermochromatium
EFF3	0.004422	152	120212	Subtercola
EFF3	0.004422	152	1273155	Thiohalobacter
EFF3	0.004393	151	2904716	Desulfosudis
EFF3	0.004364	150	2093	Mycoplasma
EFF3	0.004364	150	245876	Nitratireductor
EFF3	0.004335	149	281119	Candidatus Amoebophilus
EFF3	0.004335	149	1172428	Thermotomaculum
EFF3	0.004335	149	2060094	Aminipila
EFF3	0.004335	149	2690159	Anaerohalosphaera
EFF3	0.004306	148	2683599	Paroceanicella
EFF3	0.004276	147	458839	Actinotalea
EFF3	0.004276	147	1541670	Methylacidimicrobium
EFF3	0.004276	147	1912216	Cutibacterium
EFF3	0.004247	146	1163	Anabaena
EFF3	0.004247	146	2000	Streptosporangium
EFF3	0.004247	146	292635	Laceyella
EFF3	0.004247	146	2045213	Candidatus Fonsibacter
EFF3	0.004247	146	2493629	Minwuia
EFF3	0.004218	145	392332	Geoalkalibacter
EFF3	0.004218	145	2321114	Malaciobacter
EFF3	0.004189	144	138	Borrelia
EFF3	0.004189	144	44260	Moorella
EFF3	0.004189	144	160798	Marinitoga
EFF3	0.004189	144	1775705	Frigidibacter
EFF3	0.004189	144	2907187	Tichowtungia
EFF3	0.00416	143	75654	Duganella
EFF3	0.00416	143	227388	Thermodesulfobium
EFF3	0.00416	143	1612611	Pararhizobium
EFF3	0.00416	143	2692382	Gudongella
EFF3	0.00416	143	3024823	Anaeromicropila
EFF3	0.004131	142	541	Zymomonas
EFF3	0.004131	142	261827	Algibacter
EFF3	0.004131	142	2321115	Halarcobacter
EFF3	0.004131	142	2803301	Poriferisphaera
EFF3	0.004131	142	2886347	Allocoleopsis
EFF3	0.004131	142	2895509	Metamycoplasma
EFF3	0.004102	141	70774	Hydrogenophilus
EFF3	0.004102	141	366614	Haematobacter
EFF3	0.004102	141	1084558	Oceanicoccus
EFF3	0.004102	141	1184606	Austwickia
EFF3	0.004073	140	33024	Phascolarctobacterium
EFF3	0.004073	140	41273	Tissierella
EFF3	0.004073	140	147067	Thermobispora
EFF3	0.004073	140	307628	Petrimonas
EFF3	0.004073	140	2719231	Lacrimispora
EFF3	0.004073	140	2857076	Anthocerotibacter
EFF3	0.004073	140	2997360	Anaeropeptidivorans
EFF3	0.004044	139	449972	Chelativorans
EFF3	0.004044	139	1165076	Imtechella
EFF3	0.004015	138	1056	Thiocapsa
EFF3	0.004015	138	28895	Thermoanaerobacterium
EFF3	0.004015	138	669357	Geminocystis
EFF3	0.003986	137	150247	Anoxybacillus
EFF3	0.003986	137	626119	Ruania
EFF3	0.003986	137	2767890	Paucilactobacillus
EFF3	0.003986	137	2786989	Koleobacter
EFF3	0.003986	137	3029205	Abyssibius
EFF3	0.003986	137	3129724	Xiashengella
EFF3	0.003956	136	583	Proteus
EFF3	0.003956	136	332248	Truepera
EFF3	0.003956	136	556257	Pseudolabrys
EFF3	0.003956	136	2489367	Cyclonatronum
EFF3	0.003927	135	35812	Roseococcus
EFF3	0.003927	135	221065	Kordia
EFF3	0.003927	135	265976	Serinicoccus
EFF3	0.003927	135	2773294	Desulfolutivibrio
EFF3	0.003898	134	256846	Lentisphaera
EFF3	0.003898	134	1911549	Raineyella
EFF3	0.003869	133	41980	Metallosphaera
EFF3	0.003869	133	674734	Alloactinosynnema
EFF3	0.003869	133	1649474	Nibribacter
EFF3	0.00384	132	78526	Allorhizobium
EFF3	0.00384	132	112040	Zobellia
EFF3	0.00384	132	286130	Sulfuricurvum
EFF3	0.00384	132	414878	Catenulispora
EFF3	0.00384	132	1217416	Halioglobus
EFF3	0.00384	132	2038635	Hyphococcus
EFF3	0.00384	132	3065395	Thermocoleostomius
EFF3	0.003811	131	510690	Sneathiella
EFF3	0.003811	131	1082930	Pelagibacterium
EFF3	0.003811	131	2545692	Candidatus Methanoliparum
EFF3	0.003782	130	2800681	Aurantiacibacter
EFF3	0.003782	130	2935559	Allomeiothermus
EFF3	0.003753	129	2172	Methanobrevibacter
EFF3	0.003753	129	12914	Acidianus
EFF3	0.003753	129	43668	Brachybacterium
EFF3	0.003753	129	698776	Cellulosilyticum
EFF3	0.003753	129	1234545	Parasphingopyxis
EFF3	0.003753	129	2847769	Aequoribacter
EFF3	0.003724	128	2147	Acholeplasma
EFF3	0.003724	128	457933	Elioraea
EFF3	0.003724	128	2608728	Acidisarcina
EFF3	0.003695	127	2904687	Desulforapulum
EFF3	0.003666	126	65551	Meiothermus
EFF3	0.003666	126	76890	Asticcacaulis
EFF3	0.003666	126	135575	Idiomarina
EFF3	0.003666	126	393764	Candidatus Endoriftia
EFF3	0.003666	126	437504	Granulosicoccus
EFF3	0.003666	126	666508	Phycisphaera
EFF3	0.003666	126	2650549	Hydrocarboniclastica
EFF3	0.003636	125	60919	Sanguibacter
EFF3	0.003636	125	274470	Alkalibacter
EFF3	0.003636	125	1505652	Terrisporobacter
EFF3	0.003636	125	1905344	Ruthenibacterium
EFF3	0.003636	125	3049269	Candidatus Pelagisphaera
EFF3	0.003607	124	1372	Planococcus
EFF3	0.003607	124	143222	Salegentibacter
EFF3	0.003578	123	71655	Brenneria
EFF3	0.003578	123	907197	Psychrosphaera
EFF3	0.003549	122	527198	Mariniflexile
EFF3	0.003549	122	908935	Yimella
EFF3	0.003549	122	2995704	Peterkaempfera
EFF3	0.00352	121	171436	Tistrella
EFF3	0.00352	121	195950	Tannerella
EFF3	0.00352	121	254250	Isoptericola
EFF3	0.00352	121	651456	Kosmotoga
EFF3	0.00352	121	1855416	Qipengyuania
EFF3	0.00352	121	2039723	Thiomicrorhabdus
EFF3	0.00352	121	2909705	Oleidesulfovibrio
EFF3	0.003491	120	252965	Mahella
EFF3	0.003491	120	261825	Agarivorans
EFF3	0.003491	120	442430	Coraliomargarita
EFF3	0.003491	120	2005380	Mariniblastus
EFF3	0.003491	120	2726810	Scandinavium
EFF3	0.003462	119	1637	Listeria
EFF3	0.003462	119	265570	Sulfurovum
EFF3	0.003462	119	1676651	Limnochorda
EFF3	0.003462	119	2867376	Desulfoscipio
EFF3	0.003462	119	2885697	Gephyromycinifex
EFF3	0.003462	119	2944193	Simiaoa
EFF3	0.003433	118	864	Pectinatus
EFF3	0.003433	118	933	Thiomicrospira
EFF3	0.003433	118	28050	Lachnospira
EFF3	0.003433	118	32207	Rothia
EFF3	0.003433	118	117563	Granulicatella
EFF3	0.003433	118	1434050	Zhongshania
EFF3	0.003404	117	1142	Synechocystis
EFF3	0.003404	117	263377	Salipiger
EFF3	0.003375	116	2263	Thermococcus
EFF3	0.003375	116	283785	Bizionia
EFF3	0.003375	116	1551504	Candidatus Babela
EFF3	0.003375	116	2675231	Mesobacillus
EFF3	0.003346	115	35800	Nitrospina
EFF3	0.003346	115	58050	Moritella
EFF3	0.003346	115	102115	Stanieria
EFF3	0.003346	115	198251	Candidatus Pelagibacter
EFF3	0.003346	115	228398	Streptacidiphilus
EFF3	0.003346	115	390805	Geosporobacter
EFF3	0.003346	115	1612157	Pararhodospirillum
EFF3	0.003346	115	1866954	Varunaivibrio
EFF3	0.003346	115	2967089	Abyssalbus
EFF3	0.003316	114	152053	Starkeya
EFF3	0.003316	114	1663717	Herbinix
EFF3	0.003316	114	2678885	Faecalibacillus
EFF3	0.003287	113	1013	Weeksella
EFF3	0.003287	113	2723	Hirschia
EFF3	0.003287	113	33973	Acidobacterium
EFF3	0.003287	113	231683	Saccharospirillum
EFF3	0.003287	113	1926556	Emergencia
EFF3	0.003287	113	2056696	Cysteiniphilum
EFF3	0.003287	113	2903106	Haploplasma
EFF3	0.003258	112	57495	Dermacoccus
EFF3	0.003258	112	69965	Macrococcus
EFF3	0.003229	111	53634	Acidimicrobium
EFF3	0.003229	111	299568	Uruburuella
EFF3	0.003229	111	1616789	Salinispira
EFF3	0.003229	111	2078948	Epidermidibacterium
EFF3	0.003229	111	2478349	Indioceanicola
EFF3	0.003229	111	2700084	Urechidicola
