contig_ID,Methylation_MAG
s29537.ctg035819l,NA
s10904.ctg012776l,NA
s31283.ctg038093l,NA
s25.ctg012512l,NA
s25272.ctg030295l,NA
s21091.ctg025071l,NA
s33002.ctg040408l,NA
s28763.ctg034791l,NA
s27966.ctg033778l,NA
s25.ctg059444l,NA
s617.ctg000670l,NA
s354.ctg056633l,NA
s1582.ctg053577l,NA
s249.ctg000270l,NA
s5523.ctg006350l,NA
s17.ctg032373l,NA
s3916.ctg004447c,NA
s9155.ctg010674l,NA
s12930.ctg015206l,NA
s238.ctg007914l,NA
s25.ctg054924l,NA
s4843.ctg055592l,NA
s426.ctg000465l,NA
s7957.ctg009217l,NA
s71.ctg026653l,NA
s41362.ctg052824l,NA
s14454.ctg017034l,NA
s17.ctg022970l,NA
s47.ctg009919l,NA
s27630.ctg033334l,NA
s8524.ctg009908l,NA
s9095.ctg047881l,NA
s25.ctg051752l,NA
s37316.ctg046293l,NA
s40629.ctg051508l,NA
s1225.ctg031750l,NA
s307.ctg045144l,NA
s354.ctg034768l,NA
s8053.ctg009340c,NA
s4223.ctg004801l,NA
s1030.ctg046605l,NA
s373.ctg036021l,NA
s8697.ctg010113l,NA
s25529.ctg030619l,NA
s10027.ctg011727l,NA
s39491.ctg049543l,NA
s922.ctg001011l,NA
s6830.ctg007896l,NA
s44072.ctg059317l,NA
s32775.ctg040088l,NA
s24777.ctg029660c,NA
s8439.ctg009806l,NA
s13106.ctg015412l,NA
s21503.ctg025582c,NA
s9050.ctg010534c,NA
s14585.ctg017192l,NA
s9631.ctg011252l,NA
s17.ctg017988l,NA
s3787.ctg004294l,NA
s42088.ctg054214l,NA
s43582.ctg057894l,NA
s14781.ctg017430l,NA
s25.ctg048977l,NA
s11628.ctg013639c,NA
s25.ctg052936l,NA
s2854.ctg003214l,NA
s2512.ctg002836l,NA
s9712.ctg049991l,NA
s6373.ctg007360l,NA
s6785.ctg007843l,NA
s2699.ctg039386l,NA
s4263.ctg004847l,NA
s11521.ctg013510l,NA
s2158.ctg002444l,NA
s27177.ctg032736c,NA
s14.ctg057409l,NA
s14251.ctg016782l,NA
s43111.ctg056560l,NA
s17591.ctg020844l,NA
s4979.ctg005695c,NA
s36251.ctg044799l,NA
s97.ctg038236l,NA
s42099.ctg054231l,NA
s26664.ctg032074l,NA
s4342.ctg004950l,NA
s3763.ctg006849l,NA
s392.ctg000448l,NA
s3554.ctg007582l,NA
s25.ctg050175l,NA
s18727.ctg022223c,NA
s34136.ctg041902l,NA
s14246.ctg016776l,NA
s25.ctg037250l,NA
s25.ctg052594l,NA
s2771.ctg034947l,NA
s7396.ctg008564c,NA
s11240.ctg013180l,NA
