Contig_Names,HiFi_MAG_Pipeline
s16159.ctg018749l,NA
s2875.ctg035154l,NA
s536.ctg000592l,NA
s36.ctg056690l,NA
s36.ctg056076l,NA
s35648.ctg042855l,NA
s30.ctg004889l,NA
s8974.ctg010255l,NA
s17373.ctg020180l,NA
s182.ctg043240l,NA
s30.ctg027850l,NA
s19850.ctg023166l,NA
s19696.ctg022974l,NA
s4590.ctg005144l,NA
s29439.ctg034896l,NA
s36.ctg019120l,NA
s5853.ctg006616c,NA
s11216.ctg012885l,NA
s36.ctg056658l,NA
s10022.ctg011472l,NA
s16886.ctg019609l,NA
s19450.ctg022692c,NA
s24742.ctg029099l,NA
s36.ctg046407l,NA
s44929.ctg059044l,NA
s4438.ctg004975l,NA
s1380.ctg001522c,NA
s2224.ctg021468l,NA
s37177.ctg044934l,NA
s1626.ctg001795c,NA
s5585.ctg006310l,NA
s23970.ctg028160l,NA
s14296.ctg016519l,NA
s30.ctg017909l,NA
s2402.ctg002662l,NA
s42541.ctg053647l,NA
s21004.ctg024531l,NA
s5631.ctg006359l,NA
s7415.ctg008929l,NA
s17452.ctg020273l,NA
s2623.ctg002919l,NA
s14111.ctg016302c,NA
s35358.ctg042457l,NA
s36.ctg018072l,NA
s22998.ctg026962l,NA
s8461.ctg009646c,NA
s36.ctg023415l,NA
s31656.ctg037717l,NA
s29332.ctg034771l,NA
s24465.ctg028759l,NA
s329.ctg056260l,NA
s3208.ctg006845l,NA
s13678.ctg015784l,NA
s10988.ctg012622l,NA
s2644.ctg002941l,NA
s8855.ctg027125l,NA
s24951.ctg029349l,NA
s19758.ctg023050l,NA
s30.ctg002690l,NA
s36.ctg056450l,NA
s4779.ctg005363c,NA
s37230.ctg045005l,NA
s41035.ctg050868l,NA
s24190.ctg028432l,NA
s1587.ctg035867l,NA
s33631.ctg040207l,NA
s30743.ctg036544l,NA
s224.ctg000248l,NA
s36.ctg051672l,NA
s36.ctg053852l,NA
s748.ctg000825l,NA
s28.ctg013858l,NA
s19957.ctg023300l,NA
s38756.ctg047236l,NA
s36.ctg047651l,NA
s36.ctg057716l,NA
s36.ctg032817l,NA
s30.ctg024563l,NA
s36.ctg029913l,NA
s36.ctg044504l,NA
s3284.ctg003667l,NA
s20130.ctg023518l,NA
s26902.ctg031757l,NA
s12247.ctg014073l,NA
s31102.ctg036985l,NA
s36.ctg022211l,NA
s15084.ctg017455c,NA
s6861.ctg007774l,NA
s36.ctg056372l,NA
s7996.ctg009118l,NA
s3590.ctg029237l,NA
s843.ctg000930l,NA
s23927.ctg028112c,NA
s37854.ctg045885l,NA
s5384.ctg038407l,NA
s1487.ctg001640l,NA
s39144.ctg047840l,NA
s39029.ctg047663l,NA
s43251.ctg055069l,NA
s118.ctg001131l,NA
s40756.ctg050392l,NA
s2324.ctg059315l,NA
s3874.ctg004330l,NA
s2538.ctg033226l,NA
s7537.ctg008559l,NA
s24383.ctg028659l,NA
s2852.ctg003173l,NA
s30371.ctg036069l,NA
s37383.ctg045228l,NA
s30.ctg021176l,NA
s21469.ctg025099l,NA
s36104.ctg043482l,NA
s5651.ctg030522l,NA
s4931.ctg005541l,NA
s4180.ctg006879l,NA
s22286.ctg026095l,NA
s29979.ctg035562l,NA
s26366.ctg031094l,NA
s257.ctg010815l,NA
s27072.ctg031969l,NA
s1840.ctg014239l,NA
s16647.ctg019330l,NA
s36.ctg030473l,NA
s2324.ctg058402l,NA
s4385.ctg030700l,NA
s36.ctg056457l,NA
s24020.ctg028216l,NA
s7557.ctg014165l,NA
s18007.ctg020944l,NA
s3424.ctg003823c,NA
s41743.ctg052138l,NA
s33508.ctg040042l,NA
s164.ctg005115l,NA
s11637.ctg013357l,NA
s25516.ctg030038l,NA
s36.ctg059380l,NA
s2841.ctg044628l,NA
s36.ctg052998l,NA
s3491.ctg046092l,NA
s14038.ctg016221l,NA
s33475.ctg040000l,NA
s15222.ctg041966l,NA
s9159.ctg010472l,NA
s36.ctg054759l,NA
s4764.ctg005347l,NA
s30.ctg006393l,NA
s21923.ctg025660l,NA
s2128.ctg027167l,NA
s36.ctg055474l,NA
s36.ctg047603l,NA
s25027.ctg029438l,NA
s10243.ctg017987l,NA
s39299.ctg048071l,NA
s329.ctg016144l,NA
s30.ctg002063l,NA
s31448.ctg037453l,NA
s36.ctg051932l,NA
s22538.ctg026406l,NA
s1218.ctg018027l,NA
s37336.ctg045156l,NA
s848.ctg056732l,NA
s32406.ctg038646l,NA
s36.ctg040766l,NA
s13573.ctg051753l,NA
s10168.ctg011639l,NA
s15357.ctg017804c,NA
s30844.ctg036663l,NA
s36.ctg054031l,NA
s5150.ctg005796l,NA
s23601.ctg027706l,NA
s30.ctg009830l,NA
s36.ctg023299l,NA
s32186.ctg038374c,NA
s25998.ctg030638l,NA
s27091.ctg031994l,NA
s42544.ctg053652l,NA
s11407.ctg013096l,NA
s33416.ctg039915l,NA
s30.ctg039836l,NA
s26901.ctg031756l,NA
s22978.ctg026936l,NA
s23429.ctg027502l,NA
s30410.ctg036121l,NA
s11164.ctg012826l,NA
s182.ctg023588l,NA
s25577.ctg030115l,NA
s30.ctg026307l,NA
s36894.ctg044555c,NA
s37607.ctg045537l,NA
s426.ctg029333l,NA
s30.ctg055631l,NA
s36.ctg041598l,NA
s35829.ctg043093l,NA
s39114.ctg047790l,NA
s30.ctg018062l,NA
s43170.ctg054896l,NA
s27553.ctg032555l,NA
s26621.ctg031414l,NA
s924.ctg002072l,NA
s1525.ctg045703l,NA
s6749.ctg007647l,NA
s1872.ctg002074l,NA
s6240.ctg007059l,NA
s6840.ctg007748c,NA
s30.ctg013744l,NA
s30.ctg051703l,NA
s36.ctg040941l,NA
s10620.ctg012181l,NA
s30.ctg058370l,NA
s37776.ctg045761l,NA
s98.ctg036812l,NA
s738.ctg050589l,NA
s36.ctg046152l,NA
s299.ctg000331l,NA
s8179.ctg009326l,NA
s2161.ctg002399c,NA
s43995.ctg056751l,NA
s18972.ctg022101l,NA
s34862.ctg041826l,NA
s33.ctg031719l,NA
s2270.ctg037292l,NA
s11133.ctg012792l,NA
s26362.ctg031088c,NA
s44400.ctg057788l,NA
s7634.ctg023533l,NA
s21665.ctg025339l,NA
s38623.ctg047029l,NA
s33.ctg000034l,NA
s30749.ctg036550l,NA
s2734.ctg040515l,NA
s16536.ctg019197l,NA
s24677.ctg029017l,NA
s21906.ctg025639l,NA
s10048.ctg011503c,NA
s5108.ctg005746l,NA
s7344.ctg008336l,NA
s11986.ctg013781l,NA
s6034.ctg006819l,NA
s13141.ctg015140c,NA
s33.ctg043411l,NA
s36.ctg027970l,NA
s22173.ctg025963c,NA
s29577.ctg035059l,NA
s33888.ctg040559l,NA
s11439.ctg013130l,NA
s36.ctg031698l,NA
s36.ctg060346l,NA
s520.ctg002464l,NA
s6724.ctg007620l,NA
s36.ctg044617l,NA
s43689.ctg055988l,NA
s67.ctg000599l,NA
s37553.ctg045459l,NA
s16389.ctg019021l,NA
s15272.ctg017695l,NA
s1734.ctg023049l,NA
s31653.ctg037713l,NA
s5563.ctg006285l,NA
s33482.ctg040013l,NA
s14159.ctg042811l,NA
s7415.ctg022238l,NA
s35299.ctg042363l,NA
s3387.ctg003780l,NA
s36.ctg056994l,NA
s848.ctg052453l,NA
s24857.ctg029241l,NA
s5.ctg002749l,NA
s981.ctg050579l,NA
s29455.ctg034913l,NA
s7925.ctg039561l,NA
s10624.ctg012185l,NA
s36336.ctg043805l,NA
s165.ctg000181c,NA
s386.ctg003740l,NA
s36.ctg056937l,NA
s3031.ctg003374l,NA
s14541.ctg016808l,NA
s23506.ctg027593c,NA
s36230.ctg043664l,NA
s13944.ctg016101c,NA
s36.ctg055760l,NA
s11370.ctg013058l,NA
s6035.ctg029156l,NA
s28561.ctg033816l,NA
s2558.ctg002843l,NA
s2740.ctg003052l,NA
s14271.ctg016492l,NA
s30.ctg058329l,NA
s2602.ctg002894l,NA
s36.ctg060199l,NA
s10126.ctg056854l,NA
s182.ctg046969l,NA
s44723.ctg058536l,NA
s402.ctg000443l,NA
s11391.ctg013080c,NA
s15457.ctg017913c,NA
s30.ctg036839l,NA
s35621.ctg042819l,NA
s8734.ctg009969c,NA
s36.ctg043150l,NA
s40700.ctg050302c,NA
s12908.ctg014878l,NA
s44633.ctg058316l,NA
s3997.ctg004471c,NA
s17600.ctg020453l,NA
s19997.ctg023352l,NA
s36.ctg040704l,NA
s2580.ctg002870l,NA
s35878.ctg043163l,NA
s36.ctg051837l,NA
s36.ctg052530l,NA
s35848.ctg043126l,NA
s7171.ctg008125l,NA
s36.ctg015103l,NA
s27708.ctg032742l,NA
s848.ctg057217l,NA
s17862.ctg020770l,NA
s16259.ctg018868l,NA
s9376.ctg034878l,NA
s10070.ctg011527l,NA
s29161.ctg034553l,NA
s7140.ctg040864l,NA
s36.ctg042497l,NA
s36355.ctg043830l,NA
s924.ctg050699l,NA
s5615.ctg006342l,NA
s37390.ctg045238l,NA
s2287.ctg006649l,NA
s848.ctg021243l,NA
s11169.ctg012831l,NA
s11114.ctg012766l,NA
s14070.ctg016257l,NA
s5548.ctg015522l,NA
s36.ctg057733l,NA
s20898.ctg024410l,NA
s25825.ctg030425l,NA
s36791.ctg044416l,NA
s36.ctg001014l,NA
s685.ctg000756l,NA
s23920.ctg028100l,NA
s18864.ctg021977l,NA
s37369.ctg045203l,NA
s5878.ctg006644c,NA
s35607.ctg042797l,NA
s23589.ctg027694l,NA
s12851.ctg014805l,NA
s39120.ctg047802l,NA
s19010.ctg022148l,NA
s568.ctg000628l,NA
s29272.ctg034698l,NA
s23843.ctg028002l,NA
s26954.ctg031817l,NA
s30.ctg027794l,NA
s15846.ctg018371c,NA
s2410.ctg002671l,NA
s2592.ctg046639l,NA
s33697.ctg040300l,NA
s36789.ctg044414l,NA
s941.ctg001037l,NA
s4306.ctg004818l,NA
s23266.ctg027294c,NA
s32054.ctg038201l,NA
s36.ctg046499l,NA
s27674.ctg032704l,NA
s5861.ctg006624c,NA
s130.ctg000141l,NA
s4976.ctg014796l,NA
s3590.ctg040054l,NA
s9747.ctg011147l,NA
s15670.ctg018167l,NA
s25893.ctg030505c,NA
s36539.ctg044083l,NA
s30.ctg017328l,NA
s43177.ctg054910l,NA
s24666.ctg029003l,NA
s67.ctg040881l,NA
s44494.ctg057988l,NA
s6456.ctg007313l,NA
s31084.ctg036960l,NA
s36.ctg055288l,NA
s24721.ctg029074l,NA
s848.ctg049358l,NA
s36.ctg053535l,NA
s33.ctg040292l,NA
s4913.ctg039750l,NA
s36.ctg011894l,NA
s36.ctg056066l,NA
s36.ctg034992l,NA
s31859.ctg037969l,NA
s41897.ctg052408l,NA
s16101.ctg018676l,NA
s34921.ctg041898l,NA
s11506.ctg013205c,NA
s22042.ctg025800l,NA
s17285.ctg020071l,NA
s40738.ctg050364l,NA
s36.ctg056945l,NA
s42731.ctg054006l,NA
s848.ctg048198l,NA
s36.ctg052374l,NA
s35934.ctg043251l,NA
s29077.ctg034445l,NA
s969.ctg001066l,NA
s42853.ctg054237l,NA
s30448.ctg036162l,NA
s6249.ctg007072l,NA
s18405.ctg021422l,NA
s5384.ctg041366l,NA
s36.ctg059286l,NA
s8323.ctg053544l,NA
s2043.ctg002265l,NA
s36.ctg048329l,NA
s23647.ctg027760l,NA
s36.ctg058667l,NA
s2287.ctg055873l,NA
s8283.ctg009442l,NA
s30945.ctg036786l,NA
s16194.ctg018793l,NA
s40916.ctg050665l,NA
s12597.ctg014505l,NA
s25301.ctg029770l,NA
s1985.ctg002200l,NA
s4241.ctg004745l,NA
s11210.ctg012878l,NA
s3845.ctg022305l,NA
s42357.ctg053295l,NA
s26277.ctg030990l,NA
s2224.ctg045638l,NA
s24241.ctg028495l,NA
s30.ctg026730l,NA
s25097.ctg029516l,NA
s20663.ctg024130l,NA
s2244.ctg002489c,NA
s8401.ctg009578l,NA
s30.ctg003298l,NA
s38864.ctg047411l,NA
s36.ctg007426l,NA
s32022.ctg038163l,NA
s36.ctg028463l,NA
s25738.ctg030321l,NA
s36.ctg057220l,NA
s44402.ctg057790l,NA
s7760.ctg019189l,NA
s36.ctg051035l,NA
s36.ctg015353l,NA
s4679.ctg024513l,NA
s18849.ctg021958l,NA
s36.ctg059339l,NA
s10676.ctg054963l,NA
s13504.ctg015583l,NA
s36.ctg056719l,NA
s329.ctg000362l,NA
s4754.ctg024678l,NA
s2017.ctg002236l,NA
s6885.ctg007802l,NA
s9375.ctg010719c,NA
s329.ctg007116l,NA
s2509.ctg029565l,NA
s329.ctg039171l,NA
s22833.ctg026759c,NA
s14866.ctg017199l,NA
s36.ctg058923l,NA
s2732.ctg046905l,NA
s3974.ctg004442l,NA
s10126.ctg057814l,NA
s36.ctg023310l,NA
s14085.ctg016272l,NA
s6938.ctg007858c,NA
s22507.ctg026365l,NA
s350.ctg000385l,NA
s41487.ctg051656l,NA
s10576.ctg012125c,NA
s11926.ctg013707l,NA
s36.ctg043223l,NA
s36.ctg002917l,NA
s36.ctg059019l,NA
s42810.ctg054149l,NA
s118.ctg012820l,NA
s34231.ctg041001l,NA
s16262.ctg018872l,NA
s2128.ctg047061l,NA
s11371.ctg013059l,NA
s36.ctg051204l,NA
s1840.ctg011678l,NA
s30.ctg003617l,NA
s9392.ctg010742l,NA
s9152.ctg010464l,NA
s386.ctg021427l,NA
s16795.ctg019500l,NA
s8310.ctg009475l,NA
s10489.ctg012027l,NA
s2594.ctg002886l,NA
s39788.ctg048839l,NA
s14623.ctg016905l,NA
s22457.ctg026296l,NA
s36.ctg056623l,NA
s45154.ctg059653l,NA
s21588.ctg025239l,NA
s16731.ctg019429l,NA
s9196.ctg010512l,NA
s16151.ctg018740l,NA
s10278.ctg011770l,NA
s22910.ctg026846l,NA
s9790.ctg011201l,NA
s8323.ctg059824l,NA
s19179.ctg022363l,NA
s31473.ctg037485l,NA
s42036.ctg052673l,NA
s2352.ctg030314l,NA
s19408.ctg022638l,NA
s4220.ctg004722l,NA
s1172.ctg003539l,NA
s32031.ctg038172l,NA
s920.ctg002010l,NA
s35334.ctg042416l,NA
s33651.ctg040234l,NA
s7696.ctg008750l,NA
s36.ctg008621l,NA
s36.ctg044911l,NA
s3314.ctg053811l,NA
s19425.ctg022658l,NA
s426.ctg012629l,NA
s36.ctg032805l,NA
s36.ctg055465l,NA
s28614.ctg033879l,NA
s2734.ctg036266l,NA
s10288.ctg011786l,NA
s16568.ctg019234l,NA
s5947.ctg006720l,NA
s4447.ctg004985l,NA
s22514.ctg026374l,NA
s26293.ctg031009l,NA
s4976.ctg018148l,NA
s10708.ctg012283l,NA
s33.ctg044635l,NA
s1694.ctg001871l,NA
s151.ctg016935l,NA
s1302.ctg001430l,NA
s15.ctg039179l,NA
s9110.ctg010417c,NA
s7739.ctg008800l,NA
s17083.ctg047533l,NA
s31290.ctg037238l,NA
s33514.ctg040049l,NA
s1363.ctg001504l,NA
s36.ctg029943l,NA
s23769.ctg027912l,NA
s6843.ctg007753l,NA
s12283.ctg050866l,NA
s5858.ctg006621c,NA
s32834.ctg039184l,NA
s36.ctg018928l,NA
s32501.ctg038755l,NA
s3206.ctg003580l,NA
s36.ctg057153l,NA
s1779.ctg001962l,NA
s2047.ctg002269c,NA
s36.ctg040557l,NA
s36.ctg020494l,NA
s36.ctg000762l,NA
s19470.ctg022716l,NA
s33479.ctg040007l,NA
s2306.ctg039842l,NA
s45032.ctg059305l,NA
s29710.ctg035228c,NA
s11271.ctg012946l,NA
s34272.ctg041060l,NA
s39397.ctg048241l,NA
s16671.ctg019357c,NA
s2128.ctg031173l,NA
s14017.ctg016196l,NA
s20538.ctg023989l,NA
s15.ctg040193l,NA
s19669.ctg022943l,NA
s13949.ctg016108l,NA
s155.ctg000447l,NA
s9195.ctg010511l,NA
s6035.ctg049629l,NA
s10296.ctg011794l,NA
s24177.ctg028417c,NA
s26207.ctg030906l,NA
s23571.ctg027671c,NA
s36.ctg055322l,NA
s30.ctg054547l,NA
s2290.ctg002541l,NA
s1970.ctg038114l,NA
s37648.ctg045587l,NA
s8777.ctg010017l,NA
s26048.ctg030695l,NA
s39146.ctg047842l,NA
s3742.ctg004173l,NA
s4835.ctg006177l,NA
s43893.ctg056468l,NA
s41980.ctg052563l,NA
s21488.ctg025120l,NA
s36.ctg055336l,NA
s36.ctg060285l,NA
s36.ctg052303l,NA
s31405.ctg037396c,NA
s21612.ctg025271l,NA
s24312.ctg028573l,NA
s43656.ctg055913l,NA
s7037.ctg007971c,NA
s36.ctg034836l,NA
s1658.ctg032323l,NA
s8422.ctg009602l,NA
s10262.ctg011751l,NA
s30.ctg006153l,NA
s36.ctg051444l,NA
s25098.ctg029517c,NA
s104.ctg000114l,NA
s24255.ctg028509l,NA
s12792.ctg014737c,NA
s20887.ctg024394l,NA
s19581.ctg022842c,NA
s36.ctg052509l,NA
s10919.ctg012534l,NA
s767.ctg008819l,NA
s17941.ctg020861c,NA
s4811.ctg005397c,NA
s30.ctg006441l,NA
s14010.ctg033166l,NA
s1840.ctg038055l,NA
s20234.ctg023641l,NA
s10642.ctg012207l,NA
s6494.ctg007352l,NA
s45462.ctg060452l,NA
s2691.ctg002996l,NA
s9994.ctg011435l,NA
s250.ctg014194l,NA
s2224.ctg019161l,NA
s457.ctg000506l,NA
s2224.ctg058711l,NA
s32084.ctg038242l,NA
s24824.ctg029200l,NA
s36.ctg059089l,NA
s2759.ctg003072l,NA
s5889.ctg023795l,NA
s26104.ctg030765l,NA
s16732.ctg019430l,NA
s7690.ctg008744l,NA
s21406.ctg025026c,NA
s6235.ctg054505l,NA
s3975.ctg004443l,NA
s457.ctg005447l,NA
s3807.ctg004250l,NA
s13008.ctg014987l,NA
s36.ctg055443l,NA
s36.ctg015116l,NA
s67.ctg016116l,NA
s36.ctg051455l,NA
s21632.ctg025296l,NA
s36.ctg016854l,NA
s11919.ctg032943l,NA
s14368.ctg028715l,NA
s6526.ctg007388c,NA
s39172.ctg047881l,NA
s36.ctg046234l,NA
s14101.ctg016290c,NA
s36.ctg018734l,NA
s36.ctg045230l,NA
s35572.ctg042750l,NA
s5651.ctg048170l,NA
s36.ctg018813l,NA
s848.ctg035099l,NA
s36.ctg060326l,NA
s5090.ctg005726l,NA
s5787.ctg006546l,NA
s182.ctg016848l,NA
s7415.ctg038218l,NA
s30.ctg016598l,NA
s5056.ctg005687c,NA
s4792.ctg005377l,NA
s15630.ctg018121l,NA
s33784.ctg040418l,NA
s8696.ctg009924l,NA
s31861.ctg037971l,NA
s19115.ctg022287c,NA
s1398.ctg054344l,NA
s32841.ctg039191l,NA
s36.ctg050983l,NA
s34339.ctg041145l,NA
s522.ctg001151l,NA
s5811.ctg006572l,NA
s16021.ctg018581l,NA
s24564.ctg028881l,NA
s990.ctg053633l,NA
s36.ctg049282l,NA
s17012.ctg019759l,NA
s6523.ctg007384l,NA
s38948.ctg047541l,NA
s15665.ctg018162l,NA
s7504.ctg008517l,NA
s36.ctg019978l,NA
s22732.ctg047882l,NA
s13385.ctg015426l,NA
s58.ctg000060l,NA
s24909.ctg029297c,NA
s23004.ctg026972c,NA
s658.ctg000728c,NA
s11709.ctg013443l,NA
s40542.ctg050045l,NA
s2835.ctg003154l,NA
s40422.ctg049855l,NA
s26131.ctg030801l,NA
s36.ctg011550l,NA
s2009.ctg026004l,NA
s36.ctg057515l,NA
s3184.ctg003554l,NA
s617.ctg030790l,NA
s12109.ctg013913l,NA
s41765.ctg052166l,NA
s18959.ctg022084l,NA
s36.ctg060192l,NA
s33417.ctg039916l,NA
s180.ctg037324l,NA
s15437.ctg017889l,NA
s7520.ctg019036l,NA
s31367.ctg037347l,NA
s23353.ctg027408l,NA
s1052.ctg001158c,NA
s7175.ctg008130l,NA
s1422.ctg001569l,NA
s36.ctg048409l,NA
s67.ctg015790l,NA
s25647.ctg030203l,NA
s3898.ctg052918l,NA
s34537.ctg041401l,NA
s989.ctg001086l,NA
s30.ctg034449l,NA
s981.ctg030806l,NA
s4717.ctg033496l,NA
s6162.ctg006975l,NA
s32128.ctg038302l,NA
s36.ctg041351l,NA
s30736.ctg036536l,NA
s20097.ctg023476l,NA
s36.ctg047387l,NA
s36.ctg031244l,NA
s19381.ctg022607l,NA
s14281.ctg016503l,NA
s17156.ctg019925l,NA
s2306.ctg006528l,NA
s36.ctg028980l,NA
s13900.ctg016052c,NA
s11587.ctg013297l,NA
s4955.ctg005569l,NA
s36.ctg003480l,NA
s30.ctg021172l,NA
s13472.ctg045417l,NA
s5939.ctg006712c,NA
s14746.ctg017054l,NA
s38775.ctg047266l,NA
s18645.ctg021711l,NA
s11329.ctg013011c,NA
s7666.ctg008712l,NA
s43094.ctg054757l,NA
s23030.ctg027002l,NA
s7921.ctg011777l,NA
s6146.ctg006956l,NA
s10150.ctg011618l,NA
s6727.ctg007623l,NA
s36.ctg049861l,NA
s34246.ctg041022l,NA
s36.ctg050487l,NA
s15.ctg014459l,NA
s17711.ctg020587l,NA
s36088.ctg043461l,NA
s4679.ctg030067l,NA
s848.ctg059190l,NA
s39683.ctg048670l,NA
s17150.ctg019918c,NA
s848.ctg019558l,NA
s6024.ctg006806l,NA
s32978.ctg039358l,NA
s4325.ctg004840c,NA
s36673.ctg044261l,NA
s36358.ctg043833l,NA
s30.ctg009831l,NA
s8881.ctg010145l,NA
s18380.ctg021383l,NA
s36.ctg051012l,NA
s6629.ctg007512l,NA
s34382.ctg041202l,NA
s36.ctg058766l,NA
s1695.ctg033551l,NA
s14231.ctg016446l,NA
s7406.ctg008408l,NA
s36.ctg030401l,NA
s4433.ctg004970l,NA
s27385.ctg032350l,NA
s27467.ctg032453l,NA
s16644.ctg019325c,NA
s27128.ctg032045l,NA
s4913.ctg033580l,NA
s36728.ctg044330l,NA
s10638.ctg012201l,NA
s1587.ctg010781l,NA
s1847.ctg039454l,NA
s2732.ctg052832l,NA
s44334.ctg057629l,NA
s10051.ctg011507c,NA
s6149.ctg055102l,NA
s924.ctg027938l,NA
s17681.ctg020547l,NA
s23748.ctg051511l,NA
s30.ctg034572l,NA
s13670.ctg015775l,NA
s27796.ctg032852l,NA
s30.ctg040250l,NA
s34618.ctg041504l,NA
s9269.ctg010593c,NA
s20150.ctg023540l,NA
s25442.ctg029942l,NA
s426.ctg028284l,NA
s15378.ctg017825l,NA
s19225.ctg022418l,NA
s24441.ctg028732l,NA
s3693.ctg004119l,NA
s36.ctg050585l,NA
s36.ctg059964l,NA
s36.ctg058941l,NA
s4467.ctg005008c,NA
s832.ctg002165l,NA
s2875.ctg048875l,NA
s43076.ctg054712l,NA
s41142.ctg051051l,NA
s10797.ctg012389l,NA
s16937.ctg019667l,NA
s39012.ctg047640l,NA
s17153.ctg019921l,NA
s22134.ctg025918l,NA
s26172.ctg030861l,NA
s22555.ctg026425l,NA
s24777.ctg029143l,NA
s36.ctg056627l,NA
s1588.ctg053575l,NA
s1997.ctg002215l,NA
s7.ctg003221l,NA
s20395.ctg023825l,NA
s42709.ctg053962l,NA
s31763.ctg037849l,NA
s34000.ctg040700l,NA
s34686.ctg041588l,NA
s883.ctg000973l,NA
s2324.ctg043887l,NA
s37957.ctg046044l,NA
s36.ctg023361l,NA
s30.ctg000744l,NA
s1834.ctg002028l,NA
s34100.ctg040832l,NA
s36.ctg033069l,NA
s36.ctg006275l,NA
s15413.ctg017864c,NA
s36.ctg049977l,NA
s45478.ctg060500l,NA
s67.ctg003228l,NA
s41301.ctg051318l,NA
s18399.ctg021413l,NA
s36.ctg059701l,NA
s18540.ctg021579l,NA
s9007.ctg010290l,NA
s6992.ctg007917l,NA
s329.ctg052948l,NA
s30610.ctg036374l,NA
s5502.ctg006213l,NA
s36.ctg051195l,NA
s36.ctg051998l,NA
s7579.ctg008606l,NA
s5320.ctg006002l,NA
s2636.ctg002933l,NA
s38388.ctg046680l,NA
s262.ctg019038l,NA
s15450.ctg017904l,NA
s13148.ctg015149l,NA
s6995.ctg021839l,NA
s36.ctg003246l,NA
s426.ctg041870l,NA
s16584.ctg019256l,NA
s11941.ctg015751l,NA
s31825.ctg037928l,NA
s30.ctg033537l,NA
s29877.ctg035440c,NA
s5680.ctg006419l,NA
s13862.ctg016000l,NA
s36.ctg048776l,NA
s3376.ctg003766c,NA
s22770.ctg026680l,NA
s28495.ctg033736l,NA
s617.ctg031607l,NA
s15511.ctg017978l,NA
s15651.ctg018144l,NA
s2635.ctg002932l,NA
s20848.ctg024353l,NA
s31957.ctg038081l,NA
s26411.ctg031148l,NA
s19459.ctg022701l,NA
s15560.ctg018037l,NA
s32147.ctg038325l,NA
s16127.ctg018706l,NA
s8317.ctg009483l,NA
s19542.ctg022800l,NA
s36.ctg007854l,NA
s8769.ctg010009l,NA
s309.ctg041302l,NA
s35071.ctg042090l,NA
s36.ctg008756l,NA
s2672.ctg002976l,NA
s25164.ctg029595l,NA
s7269.ctg022403l,NA
s36.ctg034500l,NA
s7.ctg048588l,NA
s36.ctg015581l,NA
s11413.ctg013102l,NA
s36.ctg034694l,NA
s40192.ctg049484l,NA
s19798.ctg023105l,NA
s36.ctg058258l,NA
s5808.ctg006569l,NA
s20442.ctg023878l,NA
s14379.ctg016625l,NA
s16902.ctg019628l,NA
s5308.ctg005989l,NA
s36.ctg057999l,NA
s31521.ctg037541l,NA
s8323.ctg040697l,NA
s37580.ctg045496l,NA
s40203.ctg049500l,NA
s36.ctg048629l,NA
s22702.ctg026593l,NA
s26004.ctg030644l,NA
s36.ctg047311l,NA
s12118.ctg013924l,NA
s36.ctg046238l,NA
s36.ctg046682l,NA
s2657.ctg040176l,NA
s36.ctg022516l,NA
s22262.ctg026067c,NA
s21364.ctg024971c,NA
s36.ctg055960l,NA
s30.ctg054987l,NA
s358.ctg018430l,NA
s36.ctg025200l,NA
s36.ctg040484l,NA
s8323.ctg057995l,NA
s5729.ctg006475l,NA
s13472.ctg057258l,NA
s36.ctg057817l,NA
s522.ctg003697l,NA
s45347.ctg060148l,NA
s5531.ctg006247l,NA
s2903.ctg003230l,NA
s31256.ctg037195l,NA
s28528.ctg033777c,NA
s36.ctg047674l,NA
s23164.ctg027172l,NA
s8305.ctg009469l,NA
s3936.ctg043616l,NA
s36.ctg057322l,NA
s22170.ctg025960l,NA
s19096.ctg022263l,NA
s4558.ctg005109l,NA
s15553.ctg018030l,NA
s23947.ctg028133l,NA
s30.ctg035124l,NA
s11069.ctg012714l,NA
s24714.ctg029067l,NA
s2002.ctg039675l,NA
s5859.ctg007495l,NA
s155.ctg000780l,NA
s23304.ctg027342l,NA
s13489.ctg015562c,NA
s31843.ctg037952l,NA
s20918.ctg024435l,NA
s6149.ctg012904l,NA
s41966.ctg052535l,NA
s13503.ctg034990l,NA
s38328.ctg046584l,NA
s4679.ctg032990l,NA
s67.ctg015530l,NA
s12575.ctg014479l,NA
s7079.ctg008024l,NA
s36.ctg027868l,NA
s10110.ctg011575l,NA
s848.ctg050815l,NA
s18301.ctg021288l,NA
s23410.ctg027477l,NA
s18980.ctg022111l,NA
s37000.ctg044706l,NA
s36.ctg054644l,NA
s4015.ctg046852l,NA
s11790.ctg013547l,NA
s36.ctg029997l,NA
s924.ctg031824l,NA
s36.ctg023597l,NA
s329.ctg033225l,NA
s2224.ctg015875l,NA
s6813.ctg007717c,NA
s45416.ctg060331l,NA
s36.ctg052442l,NA
s10676.ctg012249l,NA
s2936.ctg003268l,NA
s29616.ctg035106l,NA
s6414.ctg007263c,NA
s36.ctg037404l,NA
s30704.ctg036498l,NA
s28604.ctg033869l,NA
s1885.ctg002087c,NA
s1926.ctg002134l,NA
s36.ctg056556l,NA
s36.ctg008320l,NA
s370.ctg035155l,NA
s22865.ctg026794l,NA
s7.ctg013916l,NA
s36.ctg039860l,NA
s22986.ctg026947l,NA
s36.ctg047011l,NA
s13503.ctg059779l,NA
s36503.ctg044040l,NA
