Contig_Names,HiFi_MAG_Pipeline
s3317.ctg003701l,NA
s11074.ctg012721l,NA
s21115.ctg024657l,NA
s35897.ctg043196l,NA
s31214.ctg037139l,NA
s36624.ctg044196l,NA
s42569.ctg053688l,NA
s5789.ctg006548l,NA
s36.ctg049849l,NA
s39735.ctg048750l,NA
s30313.ctg035997l,NA
s4795.ctg005380c,NA
s23392.ctg027456l,NA
s2224.ctg006108l,NA
s43745.ctg056117c,NA
s17627.ctg020482l,NA
s6615.ctg007493l,NA
s36.ctg021815l,NA
s6035.ctg047576l,NA
s1595.ctg001759l,NA
s5825.ctg006587l,NA
s39772.ctg048809l,NA
s37707.ctg045668l,NA
s36240.ctg043676l,NA
s6522.ctg007382l,NA
s10055.ctg011511l,NA
s19869.ctg023192l,NA
s38578.ctg046959l,NA
s36.ctg021621l,NA
s36.ctg058583l,NA
s36.ctg004396l,NA
s36.ctg046937l,NA
s416.ctg021660l,NA
s14303.ctg016526l,NA
s43105.ctg054777l,NA
s36.ctg041141l,NA
s33.ctg032182l,NA
s12180.ctg013998l,NA
s40246.ctg049564l,NA
s36.ctg036447l,NA
s18192.ctg021157l,NA
s28874.ctg034198l,NA
s24070.ctg028283l,NA
s618.ctg014897l,NA
s25420.ctg029912l,NA
s24236.ctg028489l,NA
s2347.ctg002605l,NA
s20274.ctg023688l,NA
s13292.ctg015316l,NA
s9557.ctg010934c,NA
s11953.ctg013738l,NA
s28190.ctg033339l,NA
s36.ctg002770l,NA
s36.ctg041135l,NA
s26980.ctg031852l,NA
s9413.ctg010764l,NA
s8064.ctg009193c,NA
s23278.ctg027307l,NA
s7140.ctg019119l,NA
s10962.ctg012585c,NA
s3173.ctg050460l,NA
s20197.ctg023598c,NA
s329.ctg014011l,NA
s10820.ctg012415l,NA
s36.ctg046426l,NA
s9731.ctg011130l,NA
s38307.ctg046555l,NA
s12099.ctg013902l,NA
s36.ctg037850l,NA
s19231.ctg022425l,NA
s23969.ctg028159l,NA
s39221.ctg047945l,NA
s10016.ctg011463l,NA
s33028.ctg039424l,NA
s8323.ctg059840l,NA
s1146.ctg001263l,NA
s18510.ctg021546l,NA
s9562.ctg010940l,NA
s41568.ctg051821l,NA
s14445.ctg016696l,NA
s14494.ctg016749l,NA
s6199.ctg007013l,NA
s7.ctg039040l,NA
s15192.ctg017593l,NA
s17388.ctg020200l,NA
s10209.ctg011688c,NA
s30.ctg016214l,NA
s1218.ctg045099l,NA
s578.ctg000639l,NA
s44281.ctg057511l,NA
s36.ctg038079l,NA
s14365.ctg016605l,NA
s12472.ctg014353l,NA
s13172.ctg015176l,NA
s11182.ctg012847l,NA
s32237.ctg038438l,NA
s39677.ctg048662l,NA
s41056.ctg050895l,NA
s1970.ctg013533l,NA
s18425.ctg021445l,NA
s32483.ctg038731l,NA
s15100.ctg017475l,NA
s35136.ctg042173l,NA
s19833.ctg023149l,NA
s41006.ctg050816l,NA
s4037.ctg004515l,NA
s41012.ctg050831l,NA
s2138.ctg002372c,NA
s32712.ctg039018l,NA
s23826.ctg027983l,NA
s10367.ctg011873l,NA
s6722.ctg007618l,NA
s35467.ctg042606l,NA
s18915.ctg022035l,NA
s31752.ctg037833l,NA
s36.ctg059683l,NA
s40880.ctg050604l,NA
s10628.ctg012190l,NA
s23292.ctg027324c,NA
s23634.ctg027744l,NA
s44864.ctg058875l,NA
s36.ctg002387l,NA
s15894.ctg018433l,NA
s4403.ctg004938l,NA
s5048.ctg005679c,NA
s42424.ctg053410l,NA
s30.ctg002585l,NA
s1177.ctg021091l,NA
s10558.ctg012105c,NA
s8323.ctg059182l,NA
s2125.ctg002358c,NA
s7523.ctg008539c,NA
s33903.ctg040579l,NA
s1398.ctg010858l,NA
s27396.ctg032363l,NA
s9692.ctg011085c,NA
s4229.ctg004733c,NA
s36.ctg055547l,NA
s799.ctg000877l,NA
s3944.ctg004408c,NA
s6856.ctg007768l,NA
s23637.ctg027747l,NA
s67.ctg016845l,NA
s30246.ctg035916l,NA
s37784.ctg045771l,NA
s5053.ctg005684l,NA
s4754.ctg021403l,NA
s8208.ctg009360l,NA
s7698.ctg008752l,NA
s4049.ctg027548l,NA
s214.ctg005182l,NA
s36.ctg023794l,NA
s36.ctg043775l,NA
s36.ctg005477l,NA
s17759.ctg020648l,NA
s15370.ctg017817l,NA
s14809.ctg045983l,NA
s24830.ctg029208l,NA
s4183.ctg004680l,NA
s36.ctg027132l,NA
s14166.ctg016364c,NA
s8261.ctg009417l,NA
s34713.ctg041629l,NA
s214.ctg023570l,NA
s19094.ctg022261c,NA
s34477.ctg041323l,NA
s4819.ctg005405l,NA
s39748.ctg048768l,NA
s90.ctg000099c,NA
s14559.ctg016829l,NA
s36915.ctg044584l,NA
s15759.ctg018263l,NA
s2473.ctg002740l,NA
s758.ctg000835l,NA
s4259.ctg004765l,NA
s118.ctg002806l,NA
s1519.ctg001674l,NA
s42465.ctg053515l,NA
s36.ctg032784l,NA
s4015.ctg050135l,NA
s19170.ctg022352l,NA
s329.ctg029617l,NA
s8214.ctg009367c,NA
s19645.ctg022915l,NA
s505.ctg004179l,NA
s36.ctg053542l,NA
s32435.ctg038678l,NA
s5081.ctg005716c,NA
s4616.ctg033094l,NA
s8765.ctg010003l,NA
s36.ctg047076l,NA
s19114.ctg022286l,NA
s1531.ctg001687l,NA
s36390.ctg043883l,NA
s13230.ctg015242l,NA
s30.ctg008334l,NA
s12601.ctg014511l,NA
s26226.ctg030929c,NA
s16727.ctg019424l,NA
s35284.ctg042345l,NA
s39658.ctg048628l,NA
s30.ctg007751l,NA
s27272.ctg032224l,NA
s8559.ctg009759l,NA
s1116.ctg039816l,NA
s82.ctg000091l,NA
s20051.ctg023420l,NA
s24176.ctg028415c,NA
s1923.ctg013649l,NA
s32552.ctg038822l,NA
s34098.ctg040830l,NA
s17919.ctg020836l,NA
s21393.ctg025010l,NA
s5889.ctg037395l,NA
s31615.ctg037666l,NA
s33877.ctg040544l,NA
s27397.ctg032364l,NA
s6227.ctg007046l,NA
s23117.ctg027111l,NA
s36.ctg043423l,NA
s6030.ctg006813l,NA
s22266.ctg026071l,NA
s36.ctg057147l,NA
s182.ctg024789l,NA
s44563.ctg058165l,NA
s36.ctg053641l,NA
s1510.ctg052128l,NA
s31392.ctg037378l,NA
s38686.ctg047131l,NA
s11471.ctg013165l,NA
s28760.ctg034055l,NA
s36.ctg053912l,NA
s7415.ctg055190l,NA
s34135.ctg040878l,NA
s9471.ctg059032l,NA
s36.ctg060508l,NA
s2365.ctg017454l,NA
s44527.ctg058089l,NA
s2267.ctg046601l,NA
s38213.ctg046411l,NA
s3800.ctg004241l,NA
s22588.ctg026462c,NA
s13433.ctg015492c,NA
s36.ctg009286l,NA
s18011.ctg020948l,NA
s41192.ctg051132l,NA
s67.ctg026167l,NA
s36357.ctg043832l,NA
s9471.ctg050154l,NA
s22332.ctg026145l,NA
s2086.ctg002313c,NA
s36.ctg052503l,NA
s5199.ctg005857l,NA
s8156.ctg009298l,NA
s36.ctg017037l,NA
s27427.ctg032401l,NA
s3427.ctg003826l,NA
s16481.ctg019131l,NA
s30.ctg024502l,NA
s2128.ctg031850l,NA
s6581.ctg007456l,NA
s1840.ctg051759l,NA
s16744.ctg019443l,NA
s1498.ctg001652l,NA
s7760.ctg032727l,NA
s7874.ctg008973l,NA
s29571.ctg035052l,NA
s17839.ctg020746l,NA
s12535.ctg014434l,NA
s34217.ctg040985l,NA
s4803.ctg005389l,NA
s8323.ctg045804l,NA
s43348.ctg055259l,NA
s257.ctg000686l,NA
s36.ctg004113l,NA
s67.ctg000924l,NA
s23535.ctg027629l,NA
s1322.ctg001453l,NA
s1356.ctg017113l,NA
s30.ctg035241l,NA
s12379.ctg014235l,NA
s26829.ctg031664l,NA
s22579.ctg026452c,NA
s1700.ctg046216l,NA
s1298.ctg001426l,NA
s1700.ctg055841l,NA
s36.ctg050658l,NA
s2975.ctg003310l,NA
s5438.ctg006140l,NA
s924.ctg037104l,NA
s831.ctg022220l,NA
s7.ctg019453l,NA
s16420.ctg019059l,NA
s33628.ctg040202l,NA
s39283.ctg048041l,NA
s41448.ctg051599l,NA
s36.ctg058215l,NA
s17054.ctg019806l,NA
s42849.ctg054228l,NA
s8921.ctg010196l,NA
s6160.ctg006973l,NA
s36.ctg059020l,NA
s293.ctg000325l,NA
s36.ctg060104l,NA
s36.ctg016149l,NA
s3727.ctg004155l,NA
s30.ctg001533l,NA
s1695.ctg009750l,NA
s11614.ctg013329c,NA
s2002.ctg047100l,NA
s32594.ctg038872l,NA
s15987.ctg018544l,NA
s67.ctg057118l,NA
s2249.ctg002495l,NA
s31156.ctg037062l,NA
s10223.ctg011706l,NA
s1802.ctg043388l,NA
s23567.ctg027667l,NA
s30.ctg032594l,NA
s20988.ctg024515c,NA
s15491.ctg017954l,NA
s44463.ctg057919l,NA
s36603.ctg044173l,NA
s924.ctg024944l,NA
s21935.ctg025677c,NA
s11438.ctg013129l,NA
s41044.ctg050880l,NA
s20337.ctg023757l,NA
s39759.ctg048788l,NA
s36.ctg056339l,NA
s508.ctg000559l,NA
s34833.ctg041789l,NA
s2592.ctg045621l,NA
s10092.ctg011553l,NA
s25558.ctg030092l,NA
s1.ctg018652l,NA
s370.ctg050974l,NA
s22923.ctg026866l,NA
s36.ctg053394l,NA
s30253.ctg035923l,NA
s30.ctg025335l,NA
s36.ctg003450l,NA
s8749.ctg009984l,NA
s44073.ctg056956c,NA
s16316.ctg018935l,NA
s36.ctg011671l,NA
s23111.ctg027105l,NA
s15161.ctg017561l,NA
s35616.ctg042810l,NA
s21119.ctg024662l,NA
s6048.ctg006838l,NA
s735.ctg000811l,NA
s3373.ctg003763l,NA
s5862.ctg006625l,NA
s14630.ctg016914l,NA
s3205.ctg003579l,NA
s38490.ctg046824l,NA
s1051.ctg008593l,NA
s6623.ctg007505l,NA
s23274.ctg027302l,NA
s4346.ctg004865l,NA
s36.ctg007769l,NA
s34523.ctg041384l,NA
s36.ctg018808l,NA
s3631.ctg004048l,NA
s3952.ctg004419l,NA
s1847.ctg034919l,NA
s7140.ctg049776l,NA
s17019.ctg019769l,NA
s4222.ctg004724l,NA
s32735.ctg039045l,NA
s36.ctg016187l,NA
s36.ctg007462l,NA
s1773.ctg001956l,NA
s30.ctg000982l,NA
s30.ctg001994l,NA
s36.ctg019069l,NA
s29211.ctg034615l,NA
s10892.ctg012503l,NA
s26676.ctg031485l,NA
s7419.ctg008422l,NA
s426.ctg047173l,NA
s9829.ctg011251l,NA
s29633.ctg035131l,NA
s329.ctg019142l,NA
s6876.ctg007793l,NA
s25058.ctg029473c,NA
s22730.ctg026631l,NA
s3413.ctg016611l,NA
s13483.ctg015554l,NA
s36.ctg015944l,NA
s32934.ctg039307l,NA
s182.ctg033037l,NA
s41602.ctg051878l,NA
s8152.ctg009294l,NA
s36.ctg057529l,NA
s26329.ctg031051l,NA
s5241.ctg005910l,NA
s42387.ctg053341l,NA
s4835.ctg047930l,NA
s13700.ctg015814c,NA
s36.ctg046940l,NA
s24233.ctg028486l,NA
s848.ctg050275l,NA
s34338.ctg041143l,NA
s36.ctg057162l,NA
s10402.ctg011914l,NA
s36.ctg036510l,NA
s6035.ctg006820l,NA
s6285.ctg007115l,NA
s30.ctg008863l,NA
s36.ctg056217l,NA
s7298.ctg008279c,NA
s20560.ctg024015l,NA
s5363.ctg006051l,NA
s4834.ctg005424l,NA
s36.ctg036199l,NA
s6514.ctg007374l,NA
s4729.ctg005305c,NA
s15970.ctg018526l,NA
s2009.ctg031313l,NA
s17061.ctg019814l,NA
s1305.ctg001433l,NA
s26180.ctg030870l,NA
s30283.ctg035958l,NA
s22643.ctg026528c,NA
s30.ctg030613l,NA
s23105.ctg027099l,NA
s38639.ctg047052l,NA
s924.ctg051606l,NA
s12195.ctg014016l,NA
s32961.ctg039340l,NA
s31189.ctg037107l,NA
s24361.ctg028635l,NA
s3086.ctg041745l,NA
s14244.ctg016462l,NA
s329.ctg015084l,NA
s4015.ctg010133l,NA
s36.ctg058534l,NA
s36.ctg058717l,NA
s182.ctg028654l,NA
s35312.ctg042385l,NA
s1467.ctg001617c,NA
s8748.ctg009983l,NA
s2324.ctg042947l,NA
s23365.ctg027423l,NA
s1046.ctg001148c,NA
s26299.ctg031015c,NA
s36.ctg048227l,NA
s23716.ctg027843l,NA
s2144.ctg002379l,NA
s2041.ctg002263l,NA
s36.ctg004484l,NA
s36129.ctg043516l,NA
s9210.ctg010527c,NA
s36.ctg046019l,NA
s12888.ctg014851l,NA
s36.ctg060074l,NA
s12898.ctg014867l,NA
s1555.ctg001715c,NA
s23216.ctg027236l,NA
s11322.ctg013003l,NA
s36.ctg038540l,NA
s1038.ctg022244l,NA
s36.ctg046203l,NA
s19267.ctg022463l,NA
s404.ctg000445c,NA
s9358.ctg010698l,NA
s29739.ctg035267l,NA
s32857.ctg039210l,NA
s2469.ctg022187l,NA
s26649.ctg031448l,NA
s5354.ctg006042l,NA
s9471.ctg056886l,NA
s30.ctg014672l,NA
s36.ctg004750l,NA
s17675.ctg020540l,NA
s30.ctg049294l,NA
s29875.ctg035438l,NA
s18833.ctg021941c,NA
s27689.ctg032721l,NA
s7415.ctg024406l,NA
s422.ctg000469l,NA
s33319.ctg039795l,NA
s30.ctg012658l,NA
s35025.ctg042028l,NA
s12291.ctg014129l,NA
s20736.ctg024218l,NA
s67.ctg029582l,NA
s3314.ctg023022l,NA
s36.ctg025114l,NA
s32463.ctg038710l,NA
s8199.ctg009350l,NA
s36.ctg022193l,NA
s25478.ctg029987l,NA
s10216.ctg011698l,NA
s24279.ctg028534l,NA
s33150.ctg039577l,NA
s20367.ctg023790c,NA
s520.ctg000573l,NA
s39405.ctg048249l,NA
s5303.ctg005982l,NA
s36.ctg013953l,NA
s24033.ctg028233l,NA
s36.ctg055210l,NA
s18038.ctg020976l,NA
s4385.ctg047971l,NA
s7996.ctg027314l,NA
s1132.ctg001246l,NA
s37898.ctg045947l,NA
s36.ctg000037l,NA
s4415.ctg004951l,NA
s11494.ctg013191l,NA
s42323.ctg053223l,NA
s31301.ctg037251l,NA
s1201.ctg001322c,NA
s16699.ctg019390l,NA
s328.ctg000699l,NA
s1795.ctg051638l,NA
s2571.ctg002860l,NA
s5105.ctg005742c,NA
s36.ctg052755l,NA
s31720.ctg037794l,NA
s36.ctg059470l,NA
s10798.ctg012390l,NA
s38344.ctg046607l,NA
s22092.ctg025862l,NA
s29246.ctg034661l,NA
s329.ctg004501l,NA
s36.ctg055545l,NA
s25957.ctg030584l,NA
s23298.ctg027333l,NA
s42670.ctg053876l,NA
s34394.ctg041217l,NA
s36.ctg047624l,NA
s19577.ctg022838l,NA
s36.ctg047367l,NA
s41431.ctg051567l,NA
s15683.ctg018180l,NA
s40637.ctg050189l,NA
s24684.ctg029026l,NA
s6713.ctg007608c,NA
s7725.ctg020996l,NA
s26109.ctg030772l,NA
s36.ctg002960l,NA
s36.ctg055781l,NA
s6237.ctg007056c,NA
s8543.ctg009740l,NA
s21251.ctg024829l,NA
s17313.ctg020105l,NA
s25414.ctg029905l,NA
s30847.ctg036666l,NA
s36.ctg037022l,NA
s36.ctg022727l,NA
s31056.ctg036922l,NA
s25569.ctg030106l,NA
s36.ctg057910l,NA
s17238.ctg020018l,NA
s7725.ctg014362l,NA
s1399.ctg001544l,NA
s38433.ctg046755c,NA
s37151.ctg044903l,NA
s11060.ctg012705l,NA
s33660.ctg040251l,NA
s16318.ctg018937l,NA
s44204.ctg057317l,NA
s41238.ctg051211l,NA
s17769.ctg020660l,NA
s3434.ctg003834l,NA
s25690.ctg030262l,NA
s41931.ctg052475l,NA
s12591.ctg014499c,NA
s36.ctg053949l,NA
s18160.ctg021122l,NA
s38815.ctg047337l,NA
s13400.ctg015448c,NA
s27348.ctg032307l,NA
s67.ctg028782l,NA
s8595.ctg009803l,NA
s7446.ctg008452l,NA
s36550.ctg044099l,NA
s2682.ctg049596l,NA
s14871.ctg017205l,NA
s30.ctg042075l,NA
s831.ctg045717l,NA
s19801.ctg023108l,NA
s4661.ctg005228c,NA
s2332.ctg002589l,NA
s1937.ctg002145l,NA
s20272.ctg023686l,NA
s2989.ctg003326c,NA
s39152.ctg047850l,NA
s15386.ctg017833c,NA
s44199.ctg057302l,NA
s15612.ctg018101l,NA
s680.ctg047421l,NA
s36.ctg011557l,NA
s36.ctg018257l,NA
s30454.ctg036170l,NA
s23103.ctg027096l,NA
s4015.ctg020726l,NA
s30158.ctg035794l,NA
s30.ctg040556l,NA
s1840.ctg009237l,NA
s3171.ctg003540l,NA
s13936.ctg016091l,NA
s30.ctg048376l,NA
s42149.ctg052885l,NA
s5101.ctg028552l,NA
s34570.ctg041441l,NA
s30564.ctg036310l,NA
s34687.ctg041590l,NA
s17246.ctg020027l,NA
s36.ctg040919l,NA
s36.ctg022366l,NA
s25593.ctg030132l,NA
s36.ctg051954l,NA
s5823.ctg006585l,NA
s39201.ctg047917c,NA
s18840.ctg021949c,NA
s9381.ctg010728l,NA
s28510.ctg033754l,NA
s2059.ctg051539l,NA
s1970.ctg004910l,NA
s22171.ctg025961l,NA
s6569.ctg007443l,NA
s3980.ctg004448l,NA
s35898.ctg043197l,NA
s36.ctg010922l,NA
s30.ctg001856l,NA
s30.ctg034972l,NA
s4963.ctg049469l,NA
s20438.ctg023874l,NA
s2200.ctg017997l,NA
s23064.ctg027048l,NA
s1210.ctg001331l,NA
s36.ctg056265l,NA
s36.ctg057684l,NA
s36.ctg057161l,NA
s30.ctg041623l,NA
s13029.ctg015013l,NA
s27821.ctg032881l,NA
s23685.ctg027807l,NA
s17.ctg000018l,NA
s41538.ctg051749l,NA
s17906.ctg020821l,NA
s17387.ctg020198l,NA
s26613.ctg031405l,NA
s17923.ctg020841l,NA
s1840.ctg006498l,NA
s28454.ctg033685l,NA
s40460.ctg049923l,NA
s23318.ctg027361l,NA
s1510.ctg037420l,NA
s15.ctg055014l,NA
s36.ctg058359l,NA
s25755.ctg030344c,NA
s36.ctg039382l,NA
s4704.ctg005276l,NA
s16096.ctg018671l,NA
s182.ctg011919l,NA
s36.ctg036801l,NA
s4009.ctg056727l,NA
s40249.ctg049568l,NA
s9748.ctg011148l,NA
s30387.ctg036094l,NA
s27605.ctg032619l,NA
s19868.ctg023191l,NA
s44423.ctg057833l,NA
s1319.ctg001450l,NA
s36.ctg030761l,NA
s30.ctg015303l,NA
s20241.ctg023648l,NA
s36.ctg034437l,NA
s3523.ctg003932l,NA
s17876.ctg020784c,NA
s37860.ctg045894l,NA
s13782.ctg015912l,NA
s34331.ctg041132l,NA
s16594.ctg019270l,NA
s10770.ctg012358l,NA
s41551.ctg051783l,NA
s14690.ctg016987l,NA
s24515.ctg028821c,NA
s15057.ctg017423l,NA
s36.ctg028403l,NA
s19386.ctg022614l,NA
s29938.ctg035512l,NA
s8462.ctg009647l,NA
s43283.ctg055127l,NA
s17630.ctg020486l,NA
s5651.ctg049847l,NA
s36.ctg022105l,NA
s3682.ctg004106l,NA
s21760.ctg025461l,NA
s13508.ctg015587c,NA
s67.ctg033818l,NA
s14628.ctg016911l,NA
s39480.ctg048368l,NA
s5995.ctg006773c,NA
s44175.ctg057224l,NA
s36.ctg030218l,NA
s33182.ctg039622l,NA
s13279.ctg015300l,NA
s34829.ctg041785l,NA
s7825.ctg014199l,NA
s848.ctg035527l,NA
s9474.ctg010833l,NA
s5680.ctg032695l,NA
s4056.ctg004537l,NA
s38647.ctg047069l,NA
s30862.ctg036686l,NA
s9603.ctg010985l,NA
s1970.ctg031580l,NA
s36.ctg057944l,NA
s36661.ctg044241l,NA
s36.ctg041264l,NA
s8323.ctg009489l,NA
s5860.ctg011718l,NA
s8323.ctg023577l,NA
s19528.ctg022783l,NA
s30.ctg032441l,NA
s32277.ctg038492l,NA
s36.ctg059561l,NA
s5498.ctg060522l,NA
s329.ctg057495l,NA
s5872.ctg006636l,NA
s36.ctg024129l,NA
s8870.ctg010134l,NA
s10619.ctg012180l,NA
s22564.ctg026434c,NA
s1840.ctg058223l,NA
s33941.ctg040628l,NA
s14470.ctg016724l,NA
s151.ctg022397l,NA
s33600.ctg040159l,NA
s11515.ctg013215l,NA
s2477.ctg002746l,NA
s1700.ctg046097l,NA
s848.ctg044893l,NA
s13627.ctg015726l,NA
s36.ctg054156l,NA
s3491.ctg017337l,NA
s38009.ctg046115l,NA
s33344.ctg039824l,NA
s43028.ctg054601l,NA
s32067.ctg038217l,NA
s1932.ctg002140l,NA
s37541.ctg045436l,NA
s802.ctg005528l,NA
s3503.ctg003910l,NA
s38499.ctg046838l,NA
s3579.ctg031465l,NA
s36.ctg059859l,NA
s36.ctg057565l,NA
s4385.ctg044640l,NA
s25611.ctg030151c,NA
s36.ctg009586l,NA
s23640.ctg027751l,NA
s24211.ctg028458l,NA
s6567.ctg007440l,NA
s3792.ctg004230c,NA
s1734.ctg001915l,NA
s1515.ctg001669l,NA
s30381.ctg036086l,NA
s18600.ctg021652l,NA
s36.ctg050534l,NA
s36.ctg049251l,NA
s10382.ctg011889l,NA
s32723.ctg039030l,NA
s36.ctg052676l,NA
s1230.ctg001353l,NA
s40047.ctg049241l,NA
s41198.ctg051141l,NA
s15806.ctg018324l,NA
s38627.ctg047037l,NA
s12148.ctg013961l,NA
s30.ctg009821l,NA
s21316.ctg024904l,NA
s29672.ctg035178c,NA
s415.ctg000458c,NA
s8046.ctg009174l,NA
s4611.ctg005168c,NA
s1740.ctg001921c,NA
s17776.ctg020667l,NA
s10948.ctg012568l,NA
s1970.ctg014310l,NA
s592.ctg000655l,NA
s5456.ctg006161l,NA
s8021.ctg009146l,NA
s34851.ctg041813l,NA
s11961.ctg013747c,NA
s3057.ctg003402l,NA
s7309.ctg008292l,NA
s12529.ctg014427l,NA
s2451.ctg002716l,NA
s39009.ctg047635l,NA
s6609.ctg009163l,NA
s36.ctg058075l,NA
s7845.ctg008938l,NA
s30.ctg036415l,NA
s11348.ctg013033l,NA
s30.ctg017392l,NA
s30.ctg020090l,NA
s23498.ctg027585l,NA
s34861.ctg041825l,NA
s35760.ctg043002l,NA
s16784.ctg019485l,NA
s16792.ctg019496l,NA
s5511.ctg006222l,NA
s1910.ctg002115l,NA
s4717.ctg031864l,NA
s8455.ctg009639l,NA
s10664.ctg012232l,NA
s17499.ctg020328c,NA
s27572.ctg032580l,NA
s806.ctg000885l,NA
s36.ctg001542l,NA
s35748.ctg042986l,NA
s36.ctg039387l,NA
s29691.ctg035206l,NA
s3491.ctg023659l,NA
s36.ctg039802l,NA
s30.ctg009875l,NA
s36199.ctg043620l,NA
s16733.ctg019431l,NA
s7520.ctg026242l,NA
s7379.ctg008375l,NA
s27139.ctg032061l,NA
s3079.ctg003425l,NA
s36.ctg051017l,NA
s36.ctg047026l,NA
s26830.ctg031665l,NA
s13996.ctg016166l,NA
s3653.ctg004072l,NA
s3491.ctg038807l,NA
s20007.ctg023364l,NA
s700.ctg000772l,NA
s1061.ctg001170l,NA
s30.ctg049093l,NA
s3579.ctg037774l,NA
s36.ctg005272l,NA
s16350.ctg018976l,NA
s14588.ctg016865l,NA
s20938.ctg024456l,NA
s34745.ctg041674l,NA
s36.ctg040862l,NA
s33456.ctg039972l,NA
s955.ctg030766l,NA
s8128.ctg009265c,NA
s36.ctg040539l,NA
s8963.ctg010240l,NA
s33989.ctg040687l,NA
s30.ctg058724l,NA
s36.ctg033485l,NA
s36.ctg051809l,NA
s2689.ctg002993l,NA
s34136.ctg040879l,NA
s40636.ctg050188l,NA
s3579.ctg041182l,NA
s32971.ctg039350l,NA
s5956.ctg006730c,NA
s11117.ctg012770l,NA
s1909.ctg002114l,NA
s26152.ctg030833l,NA
s36.ctg059731l,NA
s36.ctg059208l,NA
s11159.ctg012819l,NA
s1840.ctg057564l,NA
s20627.ctg024089l,NA
s4261.ctg004768c,NA
s30.ctg053143l,NA
s13.ctg000014l,NA
s37546.ctg045444l,NA
s329.ctg012223l,NA
s848.ctg005302l,NA
s3433.ctg003833l,NA
s36242.ctg043678l,NA
s23912.ctg028089c,NA
s36.ctg059195l,NA
s36.ctg021410l,NA
s5750.ctg029719l,NA
s9736.ctg011136c,NA
s29692.ctg035207l,NA
s30.ctg029916l,NA
s27070.ctg031967l,NA
s21093.ctg024631l,NA
s31206.ctg037128l,NA
s36.ctg058116l,NA
s36.ctg050465l,NA
s2367.ctg002625l,NA
s14797.ctg017115l,NA
s36.ctg056908l,NA
s738.ctg035849l,NA
s1426.ctg001573l,NA
s42777.ctg054096l,NA
s36.ctg006034l,NA
s30.ctg029112l,NA
s187.ctg000207c,NA
s34143.ctg040887l,NA
s11816.ctg013579l,NA
s3620.ctg004037l,NA
s182.ctg048210l,NA
s69.ctg000073l,NA
s42426.ctg053414l,NA
s7676.ctg008724l,NA
s29399.ctg034849l,NA
s16365.ctg018993c,NA
s14354.ctg016591l,NA
s848.ctg043865l,NA
s36.ctg031936l,NA
s2920.ctg003250c,NA
s9654.ctg011041l,NA
s36.ctg044773l,NA
s2616.ctg002909l,NA
s19107.ctg022274c,NA
s1840.ctg058469l,NA
s4009.ctg009113l,NA
s35707.ctg042927l,NA
s16428.ctg019067l,NA
s36.ctg059359l,NA
s36.ctg049355l,NA
s23701.ctg027827l,NA
s9773.ctg011180l,NA
s12990.ctg014967l,NA
s7634.ctg019530l,NA
s11098.ctg020855l,NA
s6105.ctg045905l,NA
s8572.ctg009773c,NA
s43668.ctg055934l,NA
s39760.ctg048789l,NA
s2128.ctg031907l,NA
s20942.ctg024460l,NA
s33213.ctg039655l,NA
s25574.ctg030111l,NA
s36.ctg010162l,NA
s17403.ctg020219l,NA
s25109.ctg029528l,NA
s27828.ctg032889l,NA
s3165.ctg003533l,NA
s38308.ctg046556l,NA
s36.ctg042493l,NA
s738.ctg008242l,NA
s36.ctg028840l,NA
s31526.ctg037549l,NA
s14080.ctg028538l,NA
s3746.ctg004180l,NA
s29390.ctg034840l,NA
s832.ctg058323l,NA
s7685.ctg008737l,NA
s3515.ctg033553l,NA
s36.ctg013545l,NA
s4042.ctg004521c,NA
s9413.ctg018384l,NA
s2293.ctg002544c,NA
s34905.ctg041879l,NA
s3381.ctg003772c,NA
s27461.ctg032444l,NA
s738.ctg028612l,NA
s8508.ctg039215l,NA
s17997.ctg020932c,NA
s19946.ctg023286l,NA
s16401.ctg019033l,NA
s1695.ctg009522l,NA
s36.ctg046559l,NA
s18055.ctg020995l,NA
s3323.ctg003707c,NA
s2376.ctg002635c,NA
s34869.ctg041834l,NA
s151.ctg058945l,NA
s6002.ctg006781l,NA
s35072.ctg042093l,NA
s44203.ctg057316l,NA
s36.ctg050553l,NA
s14609.ctg016889l,NA
s1320.ctg001451l,NA
s36.ctg056879l,NA
s18859.ctg021971l,NA
s11475.ctg013169l,NA
s36.ctg048120l,NA
s3243.ctg003624l,NA
s42860.ctg054248l,NA
s18084.ctg026877l,NA
s31434.ctg037437l,NA
s36.ctg058947l,NA
s5548.ctg049647l,NA
s29686.ctg035198l,NA
s30.ctg021750l,NA
s34156.ctg040904c,NA
s30.ctg052213l,NA
s36.ctg048004l,NA
s30.ctg048637l,NA
s36.ctg045882l,NA
s954.ctg001050l,NA
s36.ctg048951l,NA
s36.ctg011223l,NA
s688.ctg000759l,NA
s27514.ctg032506c,NA
s9518.ctg010886c,NA
s45320.ctg060063l,NA
s2324.ctg049863l,NA
s10107.ctg011570l,NA
s29777.ctg035320l,NA
s36.ctg058552l,NA
s1614.ctg001783l,NA
s5294.ctg005973c,NA
s13318.ctg015347l,NA
s41422.ctg051545l,NA
s36.ctg053442l,NA
s12351.ctg014202l,NA
s36.ctg059843l,NA
s5733.ctg006479l,NA
s30893.ctg036728l,NA
s12043.ctg013841l,NA
s7391.ctg008390l,NA
s3662.ctg004083l,NA
